token	lemma	POS	morph	treated
Gales	Gales	NOMpro	NOMB.=s|GENRE=m|CAS=r	Gales
;	;	PONfbl	MORPH=empty	;
Aprés	après	PRE	MORPH=empty	Aprés
mangier	mangier	VERinf	MORPH=empty	mangier
,	,	PONfbl	MORPH=empty	,
parmi	parmi	PRE	MORPH=empty	parmi
ces	ce2	DETdem	NOMB.=p|GENRE=f|CAS=r	ces
sales	sale1	NOMcom	NOMB.=p|GENRE=f|CAS=r	sales
,	,	PONfbl	MORPH=empty	,
Cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	Cil
chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	chevalier
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
atropelerent	atropeler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	atropelerent
La	là	ADVgen	DEGRE=-	La
ou	où	PROrel	NOMB.=s	ou
dames	dame	NOMcom	NOMB.=p|GENRE=f|CAS=n	dames
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
apelerent	apeler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	apelerent
Ou	o3	CONcoo	MORPH=empty	Ou
dameiseles	damoisele	NOMcom	NOMB.=p|GENRE=f|CAS=r	dameiseles
ou	o3	CONcoo	MORPH=empty	ou
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	Li
un	un	PROind	NOMB.=p|GENRE=m|CAS=n	un
recontoient	reconter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	recontoient
noveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r	noveles
,	,	PONfbl	MORPH=empty	,
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	Li
autre	autre	PROind	NOMB.=p|GENRE=m|CAS=n	autre
parloient	parler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	parloient
d'	de	PRE	MORPH=empty	d
Amors	amor	NOMpro	NOMB.=s|GENRE=f|CAS=r	Amors
,	,	PONfbl	MORPH=empty	,
Des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	Des
angoisses	angoisse	NOMcom	NOMB.=p|GENRE=f|CAS=r	angoisses
et	et	CONcoo	MORPH=empty	et
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
dolors	dolor	NOMcom	NOMB.=p|GENRE=f|CAS=r	dolors
Et	et	CONcoo	MORPH=empty	Et
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	granz
biens	bien2	NOMcom	NOMB.=p|GENRE=m|CAS=r	biens
qu'	que2	PROrel	NOMB.=p|GENRE=m|CAS=r	qu
orent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	orent
sovant	sovent	ADVgen	DEGRE=-	sovant
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
deciple	desciple	NOMcom	NOMB.=p|GENRE=m|CAS=n	deciple
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
covant	covent2	NOMcom	NOMB.=s|GENRE=m|CAS=r	covant
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
lors	lors	ADVgen	DEGRE=-	lors
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
mout	mout	ADVgen	DEGRE=-	mout
dolz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dolz
et	et	CONcoo	MORPH=empty	et
buens	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	buens
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	MORPH=empty	Mes
or	or4	ADVgen	DEGRE=-	or
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
po	poi	ADVgen	NOMB.=s	po
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
suens	suen	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	suens
Qu'	que4	CONsub	NOMB.=p	Qu
a	a3	PRE	MORPH=empty	a
bien	bien1	ADVgen	DEGRE=p	bien
pres	près	ADVgen	DEGRE=-	pres
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
ja	ja	ADVgen	DEGRE=-	ja
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
lessiee	laissier	VERppe	NOMB.=s|GENRE=f|CAS=r	lessiee
,	,	PONfbl	MORPH=empty	,
S'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	S
an	en2	PROadv	MORPH=empty	an
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
Amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	Amors
mout	mout	ADVgen	DEGRE=-	mout
abessiee	abaissier	VERppe	NOMB.=s|GENRE=f|CAS=n	abessiee
;	;	PONfbl	MORPH=empty	;
Car	car	CONcoo	MORPH=empty	Car
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
soloient	soloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	soloient
amer	amer1	VERinf	MORPH=empty	amer
Se	soi1	PROper	PERS.=3|GENRE=m	Se
feisoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	feisoient
cortois	cortois	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	cortois
clamer	clamer	VERinf	MORPH=empty	clamer
Et	et	CONcoo	MORPH=empty	Et
preu	pro	ADJqua	GENRE=m|CAS=n|DEGRE=p	preu
et	et	CONcoo	MORPH=empty	et
large	large	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	large
et	et	CONcoo	MORPH=empty	et
enorable	onorable	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	enorable
;	;	PONfbl	MORPH=empty	;
Or	or4	ADVgen	DEGRE=-	Or
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
Amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	Amors
tornee	torner	VERppe	NOMB.=s|GENRE=f|CAS=n	tornee
a	a3	PRE	MORPH=empty	a
fable	fable	NOMcom	NOMB.=s|GENRE=f|CAS=r	fable
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
santent	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	santent
Dïent	dire	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p	Dïent
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
aiment	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	aiment
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
mantent	mentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	mantent
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
fable	fable	NOMcom	NOMB.=p|GENRE=m|CAS=n	fable
et	et	CONcoo	MORPH=empty	et
mançonge	mençogne	NOMcom	NOMB.=s|GENRE=f|CAS=r	mançonge
an	en2	PROadv	MORPH=empty	an
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
vantent	vanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vantent
et	et	CONcoo	MORPH=empty	et
droit	droit	NOMcom	GENRE=m	droit
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
or	or4	ADVgen	DEGRE=-	or
parlons	parler	VERcjg	MODE=imp|TEMPS=pst|PERS.=1|NOMB.=p	parlons
de	de	PRE	MORPH=empty	de
cez	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	cez
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
leissons	laissier	VERcjg	MODE=imp|PERS.=1|NOMB.=p	leissons
cez	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	cez
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
ancor	encore	ADVgen	DEGRE=-	ancor
durent	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	durent
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
mout	mout	ADVgen	DEGRE=-	mout
valt	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	valt
mialz	mieus	ADVgen	DEGRE=c	mialz
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
avis	avis	NOMcom	NOMB.=s|GENRE=m|CAS=n	avis
,	,	PONfbl	MORPH=empty	,
Uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	Uns
cortois	cortois	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	cortois
morz	morir	VERppe	NOMB.=s|GENRE=m|CAS=n	morz
c'	que1	CONsub	NOMB.=s|GENRE=m|CAS=n	c
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
vilains	vilain	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vilains
vis	vif	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vis
.	.	PONfrt	MORPH=empty	.
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
plest	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plest
a	a3	PRE	MORPH=empty	a
reconter	reconter	VERinf	MORPH=empty	reconter
Chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	Chose
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	face
a	a3	PRE	MORPH=empty	a
escouter	escouter	VERinf	MORPH=empty	escouter
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
tesmoing	tesmoin	NOMcom	NOMB.=s|GENRE=m|CAS=r	tesmoing
Qu'	que4	CONsub	GENRE=m|CAS=r	Qu
an	en2	PROind	NOMB.=s|CAS=r	an
en	en2	PROadv	MORPH=empty	en
parole	parole	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	parole
et	et	CONcoo	MORPH=empty	et
pres	près	ADVgen	DEGRE=-	pres
et	et	CONcoo	MORPH=empty	et
loing	loing	ADVgen	DEGRE=-	loing
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
acort	acorder	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	acort
de	de	PRE	MORPH=empty	de
tant	tant	ADVgen	DEGRE=-	tant
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
Bretons	Breton	NOMpro	NOMB.=p|GENRE=m|CAS=r	Bretons
Que	que4	CONsub	GENRE=m	Que
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
jorz	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r	jorz
durra	durer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	durra
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
renons	renom	NOMcom	NOMB.=s|GENRE=m|CAS=n	renons
Et	et	CONcoo	MORPH=empty	Et
par	par	PRE	MORPH=empty	par
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
amenteü	amentevoir	VERppe	NOMB.=p|GENRE=m|CAS=n	amenteü
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	Li
boen	bon	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	boen
chevalier	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	chevalier
esleü	eslire	VERppe	NOMB.=p|GENRE=m|CAS=n	esleü
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
a	a3	PRE	MORPH=empty	a
enor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	enor
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
traveillierent	travaillier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	traveillierent
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r	cel
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
mout	mout	ADVgen	DEGRE=-	mout
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
merveillierent	merveillier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	merveillierent
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
einçois	ainçois	ADVgen	DEGRE=-	einçois
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
leva	lever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	leva
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
de	de	PRE	MORPH=empty	de
tex	tel	PROind	NOMB.=p|GENRE=m|CAS=r	tex
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
mout	mout	ADVgen	DEGRE=-	mout
greva	grever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	greva
Et	et	CONcoo	MORPH=empty	Et
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
mout	mout	ADVgen	DEGRE=-	mout
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
parole	parole	NOMcom	PERS.=3|NOMB.=s|GENRE=f	parole
an	en2	PROadv	MORPH=empty	an
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	firent
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
onques	onque	ADVgen	DEGRE=-	onques
mes	mais1	ADVgen	MORPH=empty	mes
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	nel
virent	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	virent
A	a3	PRE	MORPH=empty	A
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
feste	feste1	NOMcom	NOMB.=s|GENRE=f|CAS=r	feste
an	en1	PRE	MORPH=empty	an
chanbre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chanbre
antrer	entrer	VERinf	MORPH=empty	antrer
Por	por2	PRE	MORPH=empty	Por
dormir	dormir	VERinf	MORPH=empty	dormir
ne	ne2	CONcoo	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
reposer	reposer	VERinf	MORPH=empty	reposer
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	MORPH=empty	Mes
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r	cel
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
ensi	ainsi	ADVgen	DEGRE=-	ensi
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
avint	avenant	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	avint
Que	que4	CONsub	MORPH=empty	Que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
reïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n	reïne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
detint	detenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	detint
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
demora	demorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	demora
tant	tant	ADVgen	DEGRE=-	tant
delez	dalez	PRE	MORPH=empty	delez
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	li
Qu'	que4	CONsub	GENRE=m	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
oblia	oblïer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	oblia
et	et	CONcoo	MORPH=empty	et
endormi	endormir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	endormi
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MODE=ind|PERS.=3	A
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
uis	uis	NOMcom	NOMB.=s|GENRE=m|CAS=r	uis
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chanbre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chanbre
defors	defors	ADVgen	DEGRE=-	defors
Fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Fu
Didonez	Didonel	NOMpro	NOMB.=s|GENRE=m|CAS=n	Didonez
et	et	CONcoo	MORPH=empty	et
Sagremors	Sagremor2	NOMpro	NOMB.=s|GENRE=m|CAS=n	Sagremors
Et	et	CONcoo	MORPH=empty	Et
Kex	Keu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Kex
et	et	CONcoo	MORPH=empty	et
messire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	messire
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvains
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
i	i2	PROadv	MORPH=empty	i
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
messire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	messire
Yvains	Yvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Yvains
Et	et	CONcoo	MORPH=empty	Et
avoec	avuec	PRE	MORPH=empty	avoec
ax	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ax
Qualogrenanz	Calogrenant	NOMpro	NOMB.=p|GENRE=m|CAS=r	Qualogrenanz
,	,	PONfbl	MORPH=empty	,
Uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	Uns
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	chevaliers
mout	mout	ADVgen	DEGRE=-	mout
avenanz	avenant	VERppa	NOMB.=s|GENRE=m|CAS=r	avenanz
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
comancié	comencier	VERppe	NOMB.=s|GENRE=m|CAS=r	comancié
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
,	,	PONfbl	MORPH=empty	,
Non	non	ADVneg	GENRE=m	Non
de	de	PRE	MORPH=empty	de
s'	son4	DETpos	PERS.=3|GENRE=m|CAS=r	s
annor	onor	NOMcom	GENRE=f|CAS=r	annor
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
.	.	PONfrt	MORPH=empty	.
Queque	que_que	PROrel	NOMB.=s|GENRE=f|CAS=r	Queque
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
contoit	conter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	contoit
Et	et	CONcoo	MORPH=empty	Et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
reïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n	reïne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
escoutoit	escouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	escoutoit
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
lez	lez	PRE	GENRE=m	lez
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
levee	lever	VERppe	NOMB.=s|GENRE=f|CAS=r	levee
Et	et	CONcoo	MORPH=empty	Et
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
sor	sor2	PRE	MORPH=empty	sor
ax	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ax
tot	tot	ADVgen	CAS=r|DEGRE=-	tot
a	a3	PRE	MORPH=empty	a
celee	celee1	NOMcom	NOMB.=s|GENRE=f|CAS=r	celee
,	,	PONfbl	MORPH=empty	,
Qu'	que4	CONsub	MORPH=empty	Qu
ainz	ainz	ADVgen	DEGRE=-	ainz
que	que4	CONsub	MORPH=empty	que
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
poïst	pöoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	poïst
veoir	vëoir	VERinf	MORPH=empty	veoir
