token	lemma	POS	morph	treated
fores	forest	NOMcom	NOMB.=s|GENRE=f|CAS=r	fores
[	[	PONfbl	MORPH=empty	[
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
a	avoir	VERcjg	MODE=ind|TEMPS=pst	a
]	]	PONfbl	MORPH=empty	]
ntra	nertre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	ntra
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
trova	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	trova
,	,	PONfbl	MORPH=empty	,
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
vis	vis2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vis
,	,	PONfbl	MORPH=empty	,
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
,	,	PONfbl	MORPH=empty	,
Forest	forest	NOMcom	NOMB.=s|GENRE=f|CAS=r	Forest
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
enhermie	enermi	ADJqua	NOMB.=s|GENRE=f|CAS=n	enhermie
.	.	PONfrt	MORPH=empty	.
Einsi	ainsi	ADVgen	DEGRE=-	Einsi
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
covint	covenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	covint
chevauchier	chevauchier	VERinf	MORPH=empty	chevauchier
Deus	dieu	DETcar	NOMB.=s|CAS=r	Deus
jorz	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r	jorz
sanz	sans	PRE	MORPH=empty	sanz
boivre	boivre	VERinf	MORPH=empty	boivre
et	et	CONcoo	MORPH=empty	et
sanz	sans	PRE	MORPH=empty	sanz
mangier	mangier	VERinf	NOMB.=s	mangier
Par	par	PRE	MORPH=empty	Par
bois	bois	NOMcom	NOMB.=p|GENRE=m|CAS=r	bois
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
landes	lande1	NOMcom	NOMB.=p|GENRE=f|CAS=r	landes
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
ronçoiz	ronçoi	NOMcom	NOMB.=p|GENRE=m|CAS=r	ronçoiz
,	,	PONfbl	MORPH=empty	,
Par	par	PRE	MORPH=empty	Par
bruillez	bruillet	NOMcom	NOMB.=p|GENRE=m|CAS=r	bruillez
et	et	CONcoo	MORPH=empty	et
par	par	PRE	MORPH=empty	par
vionoiz	vïenois	NOMcom	NOMB.=s|GENRE=m|CAS=r	vionoiz
,	,	PONfbl	MORPH=empty	,
Anclins	enclin1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	Anclins
,	,	PONfbl	MORPH=empty	,
famelleus	fameillos	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	famelleus
et	et	CONcoo	MORPH=empty	et
pensis	pensif	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	pensis
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
tant	tant	ADVgen	DEGRE=-	tant
qu'	que4	CONsub	MORPH=empty	qu
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
tierz	tierz	ADJord	NOMB.=s|GENRE=m|CAS=r	tierz
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
vis	vis2	NOMcom	NOMB.=s|GENRE=m|CAS=n	vis
,	,	PONfbl	MORPH=empty	,
Antra	entrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Antra
en	en1	PRE	MORPH=empty	en
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
chemin	chemin	NOMcom	NOMB.=s|GENRE=m|CAS=r	chemin
ferré	ferrer	VERppe	NOMB.=s|GENRE=m|CAS=r	ferré
Qu'	que2	PROrel	CAS=r	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
tenu	tenir1	VERppe	NOMB.=s|GENRE=m|CAS=r	tenu
et	et	CONcoo	MORPH=empty	et
tant	tant	ADVgen	GENRE=m|DEGRE=-	tant
erré	errer2	VERppe	NOMB.=s|GENRE=m|CAS=r	erré
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
en	en1	PRE	MORPH=empty	en
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
quarrefor	carrefor	NOMcom	NOMB.=s|GENRE=m|CAS=r	quarrefor
.	.	PONfrt	MORPH=empty	.
Iluec	iluec	ADVgen	DEGRE=-	Iluec
trova	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	trova
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
veneor	venëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	veneor
D'	de	PRE	MORPH=empty	D
EUS	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	EUS
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
lairai	laissier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	lairai
ore	or4	ADVgen	DEGRE=-	ore
a	a3	PRE	MORPH=empty	a
itant	itant	ADVgen	MORPH=empty	itant
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
orroiz	öir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	orroiz
d'	de	PRE	MORPH=empty	d
or	or1	ADVgen	NOMB.=s|GENRE=m|CAS=r	or
an	en1	PRE	MORPH=empty	an
avant	avant	ADVgen	DEGRE=-	avant
Parler	parler	VERinf	MORPH=empty	Parler
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
hardi	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	hardi
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	chevalier
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
par	par	PRE	MORPH=empty	par
molt	mout	DETind	NOMB.=s|DEGRE=-	molt
regne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r	regne
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ala
cerchier	cerchier	VERinf	MORPH=empty	cerchier
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
cort	corir	NOMcom	MODE=ind|NOMB.=s|GENRE=f|CAS=r	cort
o	o4	PRE	MORPH=empty	o
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	lance
[	[	PONfbl	MORPH=empty	[
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
]	]	PONfbl	MORPH=empty	]
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
saine	sain	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f|DEGRE=p	saine
.	.	PONfrt	MORPH=empty	.
Tant	tant	ADVgen	DEGRE=-	Tant
an	en2	PROadv	MORPH=empty	an
soufri	sofrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	soufri
travail	travail	NOMcom	NOMB.=s|GENRE=m|CAS=r	travail
et	et	CONcoo	MORPH=empty	et
poine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	poine
,	,	PONfbl	MORPH=empty	,
Ainçois	ainçois	ADVgen	DEGRE=-	Ainçois
qu'	que4	CONsub	MORPH=empty	qu
i	i2	PROadv	PERS.=3|CAS=n	i
[	[	PONfbl	MORPH=empty	[
l	cincante	DETdef	NOMB.=s|GENRE=m|CAS=r	l
]	]	PONfbl	MORPH=empty	]
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
peüst	pöoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	peüst
trover	trover	VERinf	MORPH=empty	trover
,	,	PONfbl	MORPH=empty	,
Ne	ne1	ADVneg	MORPH=empty	Ne
porroie	pöoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	porroie
tot	tot	ADVgen	DEGRE=-	tot
raconter	reconter	VERinf	MORPH=empty	raconter
;	;	PONfbl	MORPH=empty	;
Trop	trop	ADVgen	DEGRE=-	Trop
erra	errer2	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	erra
amont	amont	ADVgen	DEGRE=-	amont
et	et	CONcoo	MORPH=empty	et
aval	aval	ADVgen	DEGRE=p	aval
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
conmance	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	conmance
de	de	PRE	MORPH=empty	de
Perceval	Perceval	NOMpro	NOMB.=s|CAS=r	Perceval
:	:	PONfbl	MORPH=empty	:
Perceval	Perceval	NOMpro	NOMB.=s|GENRE=f	Perceval
,	,	PONfbl	MORPH=empty	,
ce	ce1	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
conte	conter	NOMcom	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	conte
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
estoire	estoire1	NOMcom	NOMB.=s|GENRE=m|CAS=r	estoire
,	,	PONfbl	MORPH=empty	,
A	avoir	VERcjg	MODE=ind|TEMPS=pst	A
si	si	ADVgen	DEGRE=-	si
perdue	perdre	VERppe	NOMB.=s|GENRE=f|CAS=r	perdue
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
mimoire	memoire	NOMcom	NOMB.=s|GENRE=f|CAS=r	mimoire
Que	que4	CONsub	MORPH=empty	Que
de	de	PRE	MORPH=empty	de
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
sovint	sovenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sovint
mes	mais1	DETpos	CAS=n|DEGRE=-	mes
.	.	PONfrt	MORPH=empty	.
Cinc	cinc	DETcar	NOMB.=p|CAS=r	Cinc
foiz	foiz	NOMcom	NOMB.=p|GENRE=f|CAS=r	foiz
passa	passer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	passa
avril	avril	NOMcom	NOMB.=s|GENRE=m|CAS=r	avril
et	et	CONcoo	MORPH=empty	et
mais	mais1	CONcoo	MORPH=empty	mais
,	,	PONfbl	MORPH=empty	,
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
cinc	cinc	DETcar	NOMB.=p|CAS=r	cinc
anz	an	NOMcom	NOMB.=p|GENRE=m	anz
trestot	trestot	ADVgen	DEGRE=-	trestot
antier	entier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	antier
,	,	PONfbl	MORPH=empty	,
Ainçois	ainçois	ADVgen	DEGRE=-	Ainçois
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
antrast	entrer	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	antrast
an	en1	PRE	MORPH=empty	an
mostier	mostier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mostier
,	,	PONfbl	MORPH=empty	,
Ne	ne2	CONcoo	MORPH=empty	Ne
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
ne	ne2	CONcoo	MORPH=empty	ne
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
croiz	croiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	croiz
n'	ne1	ADVneg	MORPH=empty	n
aora	aorer2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	aora
.	.	PONfrt	MORPH=empty	.
Tot	tot	ADVgen	DEGRE=-	Tot
ainsint	ainsi	ADVgen	DEGRE=-	ainsint
cinc	cinc	DETcar	NOMB.=p|CAS=r	cinc
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r	anz
demora	demorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	demora
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
ne	ne1	ADVneg	MORPH=empty	ne
laissa	laissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	laissa
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
mie	mie	ADVneg	MORPH=empty	mie
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
queïst	querre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	queïst
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r	chevalerie
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
estranges	estrange	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	estranges
avantures	aventure	NOMcom	NOMB.=p|GENRE=f|CAS=r	avantures
,	,	PONfbl	MORPH=empty	,
Sor	sor2	PRE	MORPH=empty	Sor
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
chaceor	chacëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	chaceor
baucent	baucenc	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r|DEGRE=p	baucent
sor	sor1	PRE	MORPH=empty	sor
;	;	PONfbl	MORPH=empty	;
A	a3	PRE	MORPH=empty	A
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
col	col	NOMcom	NOMB.=s|GENRE=m|CAS=r	col
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	riche
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
De	de	PRE	MORPH=empty	De
fin	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fin
yvoire	ivoire	NOMcom	NOMB.=s|GENRE=m|CAS=r	yvoire
,	,	PONfbl	MORPH=empty	,
gros	gros	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gros
et	et	CONcoo	MORPH=empty	et
blanc	blanc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	blanc
;	;	PONfbl	MORPH=empty	;
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	Un
berserez	berser	NOMcom	NOMB.=s|GENRE=m|CAS=r	berserez
tot	tot	ADVgen	DEGRE=-	tot
baut	baut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	baut
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r	sanc
Sor	sor2	PRE	MORPH=empty	Sor
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheval
triés	triere	PRE	NOMB.=s|GENRE=m	triés
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	soi
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	portoit
;	;	PONfbl	MORPH=empty	;
Coples	cople2	NOMcom	NOMB.=s|GENRE=m|CAS=r	Coples
de	de	PRE	MORPH=empty	de
chiens	chien	NOMcom	NOMB.=p|GENRE=m|CAS=r	chiens
que	que2	PROrel	NOMB.=p|GENRE=m|CAS=r	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
menoit	mener	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	menoit
Ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Ot
devant	devant	PRE	MORPH=empty	devant
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
bien	bien1	ADVgen	DEGRE=p	bien
tresqu'	tresque1	ADVgen	DEGRE=-	tresqu
a	a3	PRE	MORPH=empty	a
vint	venir	PROcar	NOMB.=s|GENRE=m|CAS=r	vint
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevalier
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
vers	vers2	PRE	MORPH=empty	vers
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
Choisi	choisir	VERppe	NOMB.=s|GENRE=m	Choisi
,	,	PONfbl	MORPH=empty	,
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
estut	ester	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	estut
por	por2	PRE	MORPH=empty	por
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
atandre	atendre	VERinf	MORPH=empty	atandre
Et	et	CONcoo	MORPH=empty	Et
por	por2	PRE	MORPH=empty	por
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
noveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r	noveles
aprandre	aprendre	VERinf	MORPH=empty	aprandre
Des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Des
dahez	dehé	NOMcom	NOMB.=p|GENRE=m|CAS=r	dahez
qu'	que2	PROrel	NOMB.=p|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
volt	voloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	volt
orer	orer2	VERinf	MORPH=empty	orer
,	,	PONfbl	MORPH=empty	,
Sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Sel
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	savoit
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
sanz	sans	PRE	MORPH=empty	sanz
demander	demander	VERinf	MORPH=empty	demander
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MORPH=empty	A
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
parvint	parvenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	parvint
tot	tot	ADVgen	DEGRE=-	tot
araumant	erranment	ADVgen	NOMB.=s|GENRE=m	araumant
,	,	PONfbl	MORPH=empty	,
Sel	si+il	ADVgen.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r|DEGRE=-	Sel
salua	salüer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	salua
tot	tot	ADVgen	DEGRE=-	tot
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
.	.	PONfrt	MORPH=empty	.
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
