token	lemma	POS	morph	treated
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
porter	porter	VERinf	MORPH=empty	porter
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
Ou	o3	PROrel	NOMB.=s	Ou
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
ne	ne2	CONcoo	MORPH=empty	ne
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
-	-	PONfbl	MORPH=empty	-
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
en	en2	PROadv	MORPH=empty	en
servoit	servir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	servoit
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
saine	sain	ADJqua	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	saine
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	die
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	MORPH=empty	si
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
paine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=n	paine
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	respont
sanz	sans	PRE	MORPH=empty	sanz
dangier	dangier	NOMcom	NOMB.=s|GENRE=m|CAS=r	dangier
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	Amis
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
aprés	après	ADVgen	NOMB.=s	aprés
mengier	mangier	NOMcom	MORPH=empty	mengier
Porrez	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	Porrez
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
novele	novele	NOMcom	NOMB.=s|GENRE=f|CAS=r	novele
oïr	öir	VERinf	MORPH=empty	oïr
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
molt	mout	ADVgen	DEGRE=-	molt
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	fera
resjoïr	resjöir	VERinf	MORPH=empty	resjoïr
,	,	PONfbl	MORPH=empty	,
Mais	mais1	CONcoo	MORPH=empty	Mais
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
ne	ne1	ADVneg	MORPH=empty	ne
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
point	point	ADVneg	NOMB.=s	point
Ne	ne2	CONcoo	MORPH=empty	Ne
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
qu’	que4	PROrel	NOMB.=s	qu
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
point	point	NOMcom	NOMB.=s|GENRE=m|CAS=r	point
En	en2	PROadv	MORPH=empty	En
doiez	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p	doiez
savoir	savoir	VERinf	MORPH=empty	savoir
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
secré	secré	NOMcom	NOMB.=s|GENRE=m|CAS=r	secré
:	:	PONfbl	MORPH=empty	:
N’	ne1	ADVneg	MORPH=empty	N
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avez
pas	pas	ADVneg	MORPH=empty	pas
bien	bien1	ADVgen	DEGRE=p	bien
servi	servir	VERppe	NOMB.=s|GENRE=m|CAS=r	servi
a	a3	PRE	MORPH=empty	a
gré	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gré
Celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	Celui
par	par	PRE	MORPH=empty	par
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
sarois	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s	sarois
,	,	PONfbl	MORPH=empty	,
Dusque	dusque	PRE	MORPH=empty	Dusque
a	a3	PRE	TEMPS=pst|PERS.=3	a
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	che
que	que2	PROrel	NOMB.=s|CAS=n	que
tant	tant	ADVgen	DEGRE=-	tant
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
arois	aroi	VERppe	TEMPS=fut|NOMB.=p|CAS=n	arois
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
osque	osque	NOMcom	NOMB.=p|GENRE=m	osque
de	de	PRE	MORPH=empty	de
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
espee	espee	NOMcom	NOMB.=s|GENRE=f|CAS=r	espee
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
samble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	samble
estre	estre1	VERinf	MORPH=empty	estre
a	a3	PRE	MORPH=empty	a
cysel	cisel	NOMcom	NOMB.=s|GENRE=f|CAS=r	cysel
colpee	coper	VERppe	NOMB.=s|GENRE=f|CAS=n	colpee
,	,	PONfbl	MORPH=empty	,
Soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	Soit
par	par	PRE	MORPH=empty	par
vos	vos	DETpos	PERS.=2|NOMB.=p|GENRE=f|CAS=r	vos
mains	main2	ADVgen	NOMB.=p|GENRE=f	mains
soldee	souder1	VERppe	NOMB.=s|GENRE=f|CAS=n	soldee
et	et	CONcoo	MORPH=empty	et
jointe	joindre	VERppe	NOMB.=s|GENRE=f|CAS=r	jointe
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
,	,	PONfbl	MORPH=empty	,
tant	tant	ADVgen	DEGRE=-	tant
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
en	en2	PROadv	MORPH=empty	en
acointe	acointier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	acointe
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r	home
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
ja	ja	ADVgen	DEGRE=-	ja
en	en2	PROadv	MORPH=empty	en
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
savoir	savoir	VERinf	MORPH=empty	savoir
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
some	some3	NOMcom	NOMB.=s|GENRE=f|CAS=r	some
Se	se	CONsub	MORPH=empty	Se
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
non	non	ADVneg	MORPH=empty	non
,	,	PONfbl	MORPH=empty	,
mais	mais1	CONcoo	DEGRE=-	mais
bien	bien1	ADVgen	DEGRE=p	bien
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
gardez	garder	VERcjg	MODE=imp|PERS.=2|NOMB.=p	gardez
Que	que4	CONsub	MORPH=empty	Que
par	par	PRE	MORPH=empty	par
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechié
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
perdez	perdre	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	perdez
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
se	se	CONsub	MORPH=empty	se
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
manez	mener	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	manez
en	en1	PRE	MORPH=empty	en
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechié
Por	por2	PRE	MORPH=empty	Por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
aiez	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	aiez
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
correchié	corrocier	VERppe	CAS=r|DEGRE=p	correchié
,	,	PONfbl	MORPH=empty	,
Confessez	confesser	VERcjg	MODE=imp|PERS.=2|NOMB.=p|GENRE=m	Confessez
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
et	et	CONcoo	MORPH=empty	et
repentez	repentir	VERppe	MODE=imp|NOMB.=p|GENRE=m|CAS=r	repentez
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechié
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
departez	departir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	departez
Et	et	CONcoo	MORPH=empty	Et
faites	faire	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	faites
vraie	verai	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	vraie
penitance	penitence	NOMcom	NOMB.=s|GENRE=f|CAS=r	penitance
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
tot	tot	ADVgen	DEGRE=-	tot
sanz	sans	PRE	MORPH=empty	sanz
doutance	dotance	NOMcom	NOMB.=s|GENRE=f|CAS=r	doutance
Que	que4	CONsub	MORPH=empty	Que
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	GENRE=m|CAS=r	se
cha	ça	ADVgen	DEGRE=-	cha
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	poez
revenir	revenir	VERinf	MORPH=empty	revenir
,	,	PONfbl	MORPH=empty	,
Assez	assez	ADVgen	DEGRE=-	Assez
tost	tost1	ADVgen	DEGRE=p	tost
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
avenir	avenir	VERinf	MORPH=empty	avenir
Que	que4	CONsub	MORPH=empty	Que
l’	le	DETdef	NOMB.=s|GENRE=n|CAS=r	l
osque	osque	ADVgen	NOMB.=s|GENRE=m	osque
porriez	pöoir	VERcjg	MODE=con|PERS.=2|NOMB.=p	porriez
asalder	assalir	VERinf	MORPH=empty	asalder
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
lors	lors	ADVgen	DEGRE=-	lors
si	si	ADVgen	DEGRE=-	si
porriez	pöoir	VERcjg	MODE=con|PERS.=2|NOMB.=p	porriez
demander	demander	VERinf	MORPH=empty	demander
Et	et	CONcoo	MORPH=empty	Et
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
tout	tot	DETind	NOMB.=s|DEGRE=-	tout
affiance	aficance	NOMcom	NOMB.=s|GENRE=f|CAS=r	affiance
Qu’	que4	CONsub	MORPH=empty	Qu
adont	adonc	ADVgen	DEGRE=-	adont
savrez	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	savrez
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
verté	verité	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	verté
fine	fin2	VERcjg	TEMPS=pst|NOMB.=s|DEGRE=p	fine
,	,	PONfbl	MORPH=empty	,
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	Les
secrez	secré	NOMcom	NOMB.=p|GENRE=m|CAS=r	secrez
et	et	CONcoo	MORPH=empty	et
l’	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	oevre
devine	devin1	ADJqua	MODE=ind|NOMB.=s|GENRE=f|CAS=r|DEGRE=p	devine
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Perchevaus	Perceval	NOMpro	NOMB.=s|GENRE=m|CAS=r	Perchevaus
sozpire	sospirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	sozpire
et	et	CONcoo	MORPH=empty	et
s’	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
apense	apenser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	apense
Par	par	PRE	MORPH=empty	Par
quel	quel1	DETint	NOMB.=s|GENRE=m|CAS=r	quel
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechié
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
quel	quel1	DETint	NOMB.=s|GENRE=f|CAS=r	quel
desfense	defense	NOMcom	NOMB.=s|GENRE=f|CAS=r	desfense
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
l’	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	oevre
,	,	PONfbl	MORPH=empty	,
Mais	mais1	CONcoo	MORPH=empty	Mais
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
plus	plus	ADVgen	DEGRE=-	plus
ne	ne1	ADVneg	MORPH=empty	ne
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
en	en2	PROadv	MORPH=empty	en
descoevre	descovrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	descoevre
Fors	fors1	ADVgen	DEGRE=-	Fors
que	que4	CONsub	MORPH=empty	que
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
bien	bien1	ADVgen	DEGRE=p	bien
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	savoit
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
pechiés	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=n	pechiés
molt	mout	ADVgen	DEGRE=-	molt
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
grevoit	grever	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	grevoit
De	de	PRE	MORPH=empty	De
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
mere	mere	NOMcom	NOMB.=s|GENRE=f|CAS=r	mere
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
chaï	chëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	chaï
morte	morir	VERppe	PERS.=3|NOMB.=s	morte
Al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Al
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pié
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
pont	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r	pont
devant	devant	PRE	MORPH=empty	devant
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r	porte
Quant	cant1	CONsub	MORPH=empty	Quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	li
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
desevra	dessevrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	desevra
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
devant	devant	PRE	MORPH=empty	devant
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu’	que2	CONsub	GENRE=n|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
avra	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	avra
Cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r	Cel
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechié
et	et	CONcoo	MORPH=empty	et
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
amendé	amende1	NOMcom	NOMB.=s|GENRE=f|CAS=r	amendé
Ne	ne1	ADVneg	MORPH=empty	Ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
seront	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	seront
tot	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tot
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
secré	secré	NOMcom	NOMB.=p|GENRE=m|CAS=n	secré
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
dit	dire	VERcjg	NOMB.=s|GENRE=m|CAS=r	dit
et	et	CONcoo	MORPH=empty	et
descovert	descovrir	VERppe	NOMB.=s|GENRE=m|CAS=r	descovert
.	.	PONfrt	MORPH=empty	.
Lors	lors	ADVgen	DEGRE=-	Lors
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
quatre	catre	DETcar	NOMB.=p|GENRE=m|CAS=r	quatre
serjant	serjant	NOMcom	NOMB.=s|GENRE=m|CAS=r	serjant
overt	ovrir	VERppe	NOMB.=s|GENRE=m|CAS=r	overt
L’	le	DETdef	NOMB.=s|GENRE=m|CAS=r	L
uis	uis	NOMcom	NOMB.=s|GENRE=m|CAS=r	uis
d’	de	PRE	MORPH=empty	d
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
chambre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chambre
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
porterent	porter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	porterent
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
couchier	couchier	VERinf	MORPH=empty	couchier
;	;	PONfbl	MORPH=empty	;
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
autre	autre	PROind	NOMB.=p|GENRE=m|CAS=n	autre
osterent	oster2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	osterent
Le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	Le
table	table	NOMcom	NOMB.=s|GENRE=m|CAS=r	table
et	et	CONcoo	MORPH=empty	et
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	che
qu’	que2	PROrel	GENRE=m|CAS=r	qu
a	a3	PRE	MORPH=empty	a
oster	oster2	VERinf	MORPH=empty	oster
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
;	;	PONfbl	MORPH=empty	;
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	Un
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r	lit
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
dalez	dalez	PRE	GENRE=m|CAS=n	dalez
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|NOMB.=s	fu
,	,	PONfbl	MORPH=empty	,
Molt	mout	ADVgen	DEGRE=-	Molt
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	riche
,	,	PONfbl	MORPH=empty	,
molt	mout	ADVgen	DEGRE=-	molt
bel	bel1	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	bel
et	et	CONcoo	MORPH=empty	et
molt	mout	ADVgen	DEGRE=-	molt
gent	gent2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	gent
,	,	PONfbl	MORPH=empty	,
Desor	desor	PRE	MORPH=empty	Desor
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
chaalit	chaloil	NOMcom	NOMB.=s|GENRE=m|CAS=r	chaalit
d’	de	PRE	MORPH=empty	d
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r	argent
;	;	PONfbl	MORPH=empty	;
Molt	mout	ADVgen	DEGRE=-	Molt
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
drap	drap	NOMcom	NOMB.=p|GENRE=m|CAS=n	drap
et	et	CONcoo	MORPH=empty	et
riche	riche	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	riche
et	et	CONcoo	MORPH=empty	et
chier	chier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	chier
.	.	PONfrt	MORPH=empty	.
Perchevaus	Perceval	NOMpro	NOMB.=s|GENRE=m|CAS=n	Perchevaus
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
alez	aler	VERppe	NOMB.=s|GENRE=m|CAS=n	alez
couchier	couchier	VERinf	MORPH=empty	couchier
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
couchiez	couchier	VERppe	NOMB.=s|GENRE=m|CAS=n	couchiez
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
,	,	PONfbl	MORPH=empty	,
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
espars	espartir	NOMcom	NOMB.=p|GENRE=m|CAS=n	espars
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
colchié	couchier	VERppe	NOMB.=p|CAS=n	colchié
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
en	en1	PRE	MORPH=empty	en
