token	lemma	POS	morph	treated
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	auoit
aportee	aporter	VERppe	NOMB.=s|GENRE=f|CAS=r	aportee
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
prise	prendre	VERppe	NOMB.=s|GENRE=f|CAS=r	prise
et	et	CONcoo	MORPH=empty	et
enuolepee	enoleper	VERppe	NOMB.=s|GENRE=f|CAS=r	enuolepee
En	en1	PRE	MORPH=empty	En
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
cendal	cendal	NOMcom	NOMB.=s|GENRE=m|CAS=r	cendal
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
remporte	remprer2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remporte
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
Percheraus	Percrache	NOMpro	NOMB.=s|GENRE=m|CAS=n	Percheraus
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
reconforte	reconforter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	reconforte
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
parole	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	parole
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
Roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	Roi
Pescheor	peschëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	Pescheor
,	,	PONfbl	MORPH=empty	,
Mais	mais1	CONcoo	MORPH=empty	Mais
molt	mout	ADVgen	DEGRE=-	molt
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	tient
a	a3	PRE	MORPH=empty	a
pecheor	pechëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	pecheor
Quant	cant1	CONsub	MORPH=empty	Quant
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
sauoir	savoir	VERinf	MORPH=empty	sauoir
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
uerité	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r	uerité
:	:	PONfbl	MORPH=empty	:
mais	mais1	CONcoo	DEGRE=-	mais
pas	pas	ADVneg	MORPH=empty	pas
sauoir	savoir	VERinf	MORPH=empty	sauoir
Demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Demande
al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	al
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
molt	mout	ADVgen	DEGRE=-	molt
dolcement	doucement	ADVgen	DEGRE=p	dolcement
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
prie	priier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prie
hastieuement	hastivement	ADVgen	DEGRE=-	hastieuement
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
que	que2	PROrel	NOMB.=s|CAS=r	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
porter	porter	VERinf	MORPH=empty	porter
uoit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	uoit
Ou	o3	CONcoo	MORPH=empty	Ou
ua	voloir	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	ua
ne	ne2	CONcoo	MORPH=empty	ne
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
en	en2	PROadv	MORPH=empty	en
seroit	estre1	VERcjg	MODE=con|PERS.=3|NOMB.=s	seroit
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
saine	sain	ADJqua	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	saine
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	die
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
paine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=n	paine
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	respont
sanz	sans	PRE	MORPH=empty	sanz
dangier	dangier	NOMcom	NOMB.=s|GENRE=m|CAS=r	dangier
:	:	PONfbl	MORPH=empty	:
Amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	Amis
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
aprés	après	PRE	MORPH=empty	aprés
mengier	mangier	NOMcom	MORPH=empty	mengier
Porrez	pöoir	VERcjg	MODE=ind|PERS.=2|NOMB.=p	Porrez
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
nouele	novele	NOMcom	NOMB.=s|GENRE=f|CAS=r	nouele
oĩr	öir	VERinf	MORPH=empty	oĩr
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
molt	mout	ADVgen	DEGRE=-	molt
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	fera
resioïr	resivre	VERinf	MORPH=empty	resioïr
,	,	PONfbl	MORPH=empty	,
Mais	mais1	CONcoo	MORPH=empty	Mais
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
ne	ne1	ADVneg	MORPH=empty	ne
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	di
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
point	point	ADVneg	NOMB.=s	point
Ne	ne2	CONcoo	MORPH=empty	Ne
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
qu	que2	CONsub	NOMB.=s	qu
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
point	point	NOMcom	NOMB.=s|GENRE=m	point
En	en2	PROadv	MORPH=empty	En
doiez	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	doiez
sauoir	savoir	VERinf	MORPH=empty	sauoir
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
secre	secré	NOMcom	NOMB.=s|CAS=r	secre
:	:	PONfbl	MORPH=empty	:
N̾	ne1	ADVneg	MORPH=empty	N̾
auer	avoir	VERinf	MORPH=empty	auer
pas	pas	ADVneg	MORPH=empty	pas
bien	bien1	ADVgen	DEGRE=p	bien
serui	servir	VERcjg	NOMB.=s|GENRE=m	serui
a	a3	PRE	MORPH=empty	a
gre	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gre
Celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	Celui
par	par	PRE	MORPH=empty	par
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
sarois	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s	sarois
,	,	PONfbl	MORPH=empty	,
Dusque	dusque	PRE	MORPH=empty	Dusque
a	a3	PRE	MORPH=empty	a
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	che
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
tant	tant	ADVgen	DEGRE=-	tant
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
arois	aroi	ADJqua	NOMB.=p|GENRE=m|CAS=n	arois
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
osque	osque	NOMcom	NOMB.=p|GENRE=m	osque
de	de	PRE	MORPH=empty	de
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
espee	espee	NOMcom	NOMB.=s|GENRE=f|CAS=r	espee
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
samble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	samble
estre	estre1	VERinf	MORPH=empty	estre
a	a3	PRE	MORPH=empty	a
cysel	issil	NOMcom	NOMB.=s|GENRE=f|CAS=r	cysel
colpee	coper	VERppe	NOMB.=s|GENRE=f|CAS=n	colpee
,	,	PONfbl	MORPH=empty	,
Soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	Soit
par	par	PRE	MORPH=empty	par
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=f|CAS=r	uos
mains	main2	ADVgen	NOMB.=p|GENRE=f	mains
soldee	souder1	VERppe	NOMB.=s|GENRE=f|CAS=n	soldee
et	et	CONcoo	MORPH=empty	et
iointe	joiant	NOMcom	NOMB.=p|GENRE=f|CAS=n	iointe
:	:	PONfbl	MORPH=empty	:
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
,	,	PONfbl	MORPH=empty	,
tant	tant	ADVgen	DEGRE=-	tant
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
en	en2	PROadv	MORPH=empty	en
acointe	acointe1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	acointe
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
en	en1	PRE	MORPH=empty	en
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r	home
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
ia	ja	ADVgen	MODE=ind|TEMPS=pst|PERS.=3|DEGRE=-	ia
en	en2	PROadv	MORPH=empty	en
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
sauoir	savoir	VERinf	MORPH=empty	sauoir
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
some	some3	NOMcom	NOMB.=s|GENRE=f|CAS=r	some
Se	se	CONsub	MORPH=empty	Se
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
non	non	ADVneg	MORPH=empty	non
:	:	PONfbl	MORPH=empty	:
mais	mais1	ADVgen	DEGRE=-	mais
bien	bien1	ADVgen	DEGRE=p	bien
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
gardez	garder	VERcjg	MODE=imp|PERS.=2|NOMB.=p	gardez
Que	que4	CONsub	MORPH=empty	Que
par	par	PRE	MORPH=empty	par
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechie
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
perdez	perdre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	perdez
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
se	se	CONsub	MORPH=empty	se
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
manez	mener	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p|CAS=n	manez
en	en1	PRE	MORPH=empty	en
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechie
Por	por2	PRE	MORPH=empty	Por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
aiez	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	aiez
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dieu
correchie	corrocier	VERppe	NOMB.=s|GENRE=f|CAS=r	correchie
,	,	PONfbl	MORPH=empty	,
Contessez	contesser	VERcjg	MODE=imp|PERS.=2|NOMB.=p|GENRE=m	Contessez
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	uous
et	et	CONcoo	MORPH=empty	et
repentez	repentir	VERppe	MODE=imp|NOMB.=p|GENRE=m|CAS=r	repentez
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechie
uous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	uous
departez	departir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p|GENRE=m	departez
Et	et	CONcoo	MORPH=empty	Et
faites	faire	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	faites
uraie	verai	ADJqua	NOMB.=s|GENRE=f|CAS=r	uraie
penitance	penitence	NOMcom	NOMB.=s|GENRE=f|CAS=r	penitance
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
tot	tot	PROind	DEGRE=-	tot
sant	sans	VERcjg	NOMB.=s|CAS=r	sant
doutance	dotance	NOMcom	NOMB.=s|GENRE=f|CAS=r	doutance
Que	que4	CONsub	MORPH=empty	Que
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	GENRE=m|CAS=r	se
cha	ça	ADVgen	DEGRE=-	cha
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	poez
reuenit	revenir	VERcjg	MODE=con|PERS.=3|NOMB.=s|GENRE=m|CAS=r	reuenit
,	,	PONfbl	MORPH=empty	,
Assez	assez	ADVgen	DEGRE=-	Assez
tost	tost1	ADVgen	DEGRE=p	tost
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
auenir	avenant	VERinf	MORPH=empty	auenir
Que	que4	CONsub	MORPH=empty	Que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=r	l
osque	osque	ADVgen	NOMB.=s|GENRE=m	osque
porrie	porrir	VERcjg	MODE=sub|NOMB.=s|GENRE=f|CAS=r	porrie
:	:	PONfbl	MORPH=empty	:
asalder	assalir	VERinf	MORPH=empty	asalder
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
lors	lors	ADVgen	DEGRE=-	lors
si	si	ADVgen	DEGRE=-	si
porriez	pöoir	VERcjg	MODE=con|PERS.=2|NOMB.=p	porriez
demander	demander	VERinf	MORPH=empty	demander
Et	et	CONcoo	MORPH=empty	Et
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Lance	lance	NOMcom	NOMB.=s|GENRE=f|CAS=r	Lance
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
tout	tot	DETind	NOMB.=s	tout
affiance	aficance	NOMcom	NOMB.=s|GENRE=f|CAS=r	affiance
Qu'	que4	CONsub	MORPH=empty	Qu
adont	adonc	ADVgen	DEGRE=-	adont
saurez	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	saurez
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
uerte	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	uerte
fine	fin2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fine
,	,	PONfbl	MORPH=empty	,
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	Les
secrez	secré	NOMcom	PERS.=2|NOMB.=p|GENRE=m|CAS=r	secrez
et	et	CONcoo	MORPH=empty	et
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
'	'	PONfbl	MORPH=empty	'
oeure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	oeure
deuine	deine	VERcjg	TEMPS=pst|NOMB.=s|GENRE=m	deuine
.	.	PONfrt	MORPH=empty	.
Percheraus	Perceval	NOMpro	NOMB.=s|GENRE=m|CAS=n	Percheraus
sozpire	sospirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	sozpire
et	et	CONcoo	MORPH=empty	et
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
apense	apenser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	apense
Par	par	PRE	MORPH=empty	Par
quel	quel1	DETint	NOMB.=s|GENRE=m|CAS=r	quel
pechie	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pechie
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
quel	quel1	DETint	NOMB.=s|GENRE=f|CAS=r	quel
desfense	defense	NOMcom	NOMB.=s|GENRE=f|CAS=r	desfense
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
Graal	gräal	NOMpro	NOMB.=s|GENRE=m|CAS=r	Graal
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
oeure	ore3	NOMcom	NOMB.=s	oeure
,	,	PONfbl	MORPH=empty	,
Mais	mais1	CONcoo	MORPH=empty	Mais
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
plus	plus	ADVgen	DEGRE=-	plus
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
'	'	PONfbl	MORPH=empty	'
en	en2	PROadv	MORPH=empty	en
descoeure	descoroistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	descoeure
Fors	fors1	ADVgen	DEGRE=-	Fors
que	que4	CONsub	MORPH=empty	que
tant	tant	ADVgen	DEGRE=-	tant
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
bien	bien1	ADVgen	DEGRE=p	bien
sauoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	sauoit
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
pechies	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=n	pechies
molt	mout	ADVgen	DEGRE=-	molt
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
greuoit	grever	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	greuoit
De	de	PRE	MORPH=empty	De
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
mere	mere	NOMcom	NOMB.=s|GENRE=f|CAS=r	mere
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
chaĩ	chëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chaĩ
morte	morir	VERppe	PERS.=3|NOMB.=s	morte
Al	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Al
pie	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pie
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
pont	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r	pont
deuant	devant	PRE	MORPH=empty	deuant
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r	porte
Quant	cant1	CONsub	MORPH=empty	Quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	li
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
deseura	desorter	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	deseura
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
deuant	devant	PRE	MORPH=empty	deuant
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
