token	lemma	POS	morph	treated
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	die
,	,	PONfbl	MORPH=empty	,
Orroiz	öir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	Orroiz
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pere	pere1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pere
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
,	,	PONfbl	MORPH=empty	,
Dom	dont	PROrel	MORPH=empty	Dom
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
quel	quel1	DETrel	NOMB.=s|GENRE=m|CAS=r	quel
linage	lignage	NOMcom	NOMB.=s|GENRE=m|CAS=r	linage
.	.	PONfrt	MORPH=empty	.
Tant	tant	ADVgen	DEGRE=-	Tant
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
preuz	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	preuz
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
fier	fier	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fier
corage	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r	corage
Que	que4	CONsub	GENRE=m	Que
por	por2	PRE	MORPH=empty	por
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
et	et	CONcoo	MORPH=empty	et
por	por2	PRE	MORPH=empty	por
los	los1	NOMcom	NOMB.=s|GENRE=m|CAS=r	los
conquerre	conquerre	VERinf	MORPH=empty	conquerre
Ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Ala
de	de	PRE	MORPH=empty	de
Grece	Grece	NOMpro	NOMB.=s|GENRE=f|CAS=r	Grece
an	en1	PRE	MORPH=empty	an
Engleterre	Engleterre	NOMpro	NOMB.=s|GENRE=f|CAS=r	Engleterre
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
lors	lors	ADVgen	DEGRE=-	lors
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
Bretaigne	Bretaigne	NOMpro	NOMB.=s|GENRE=f|CAS=n	Bretaigne
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=n	dite
.	.	PONfrt	MORPH=empty	.
Ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	Ceste
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=r	estoire
trovons	trover	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	trovons
escrite	escrire	VERppe	NOMB.=s|GENRE=f|CAS=r	escrite
,	,	PONfbl	MORPH=empty	,
Que	que4	PROrel	GENRE=f	Que
conter	conter	VERinf	MORPH=empty	conter
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
vuel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vuel
et	et	CONcoo	MORPH=empty	et
retraire	retraire	VERinf	TEMPS=pst	retraire
,	,	PONfbl	MORPH=empty	,
En	en1	PRE	MORPH=empty	En
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
livres	livre3	NOMcom	NOMB.=p|GENRE=f|CAS=r	livres
de	de	PRE	MORPH=empty	de
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
aumaire	armaire	NOMcom	NOMB.=s|GENRE=f|CAS=r	aumaire
Monseignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	Monseignor
saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	saint
Pere	Pierre	NOMpro	NOMB.=s|GENRE=m|CAS=r	Pere
a	a3	PRE	MODE=ind|PERS.=3	a
Biauvez	Biauvez	NOMpro	NOMB.=s|CAS=r	Biauvez
;	;	PONfbl	MORPH=empty	;
De	de	PRE	MORPH=empty	De
la	là	ADVgen	DEGRE=-	la
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
contes	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	contes
estrez	estraire	VERppe	NOMB.=s|GENRE=m|CAS=n	estrez
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
tesmoingne	tesmoignier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	tesmoingne
l'	le	DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
estoire	estoire1	NOMcom	PERS.=3|NOMB.=s|GENRE=f|CAS=r	estoire
a	avoir	PRE	PERS.=3	a
voire	voir	ADJqua	DEGRE=-	voire
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
mialz	mieus	ADVgen	DEGRE=c	mialz
a	a3	PRE	MORPH=empty	a
croire	croire	VERinf	MORPH=empty	croire
.	.	PONfrt	MORPH=empty	.
Par	par	PRE	MORPH=empty	Par
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
livres	livre2	NOMcom	NOMB.=p|GENRE=f|CAS=r	livres
que	que2	PROrel	NOMB.=p|GENRE=f|CAS=r	que
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
avons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	avons
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	Les
fez	fait1	NOMcom	NOMB.=p|GENRE=m|CAS=r	fez
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
anciens	anciien	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	anciens
savons	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	savons
Et	et	CONcoo	MORPH=empty	Et
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
siegle	siecle	NOMcom	NOMB.=s|GENRE=m|CAS=r	siegle
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
jadis	jadis	ADVgen	DEGRE=-	jadis
.	.	PONfrt	MORPH=empty	.
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i	nos
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	nostre
livre	livre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	livre
apris	aprendre	VERppe	NOMB.=s|GENRE=m|CAS=r	apris
Qu'	que4	CONsub	MORPH=empty	Qu
an	en1	PRE	MORPH=empty	an
Grece	Grece	NOMpro	NOMB.=s|GENRE=f|CAS=r	Grece
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
de	de	PRE	MORPH=empty	de
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r	chevalerie
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
premier	premier	ADJord	NOMB.=s|GENRE=m|CAS=r	premier
los	los1	NOMcom	NOMB.=s|GENRE=m|CAS=r	los
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
clergie	clergie	NOMcom	NOMB.=s|GENRE=f|CAS=r	clergie
,	,	PONfbl	MORPH=empty	,
Puis	puis	ADVgen	DEGRE=-	Puis
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
chevalerie	chevalerie	NOMcom	NOMB.=s|GENRE=f|CAS=r	chevalerie
a	a3	PRE	MORPH=empty	a
Rome	Rome	NOMpro	NOMB.=s|GENRE=f|CAS=r	Rome
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
clergie	clergie	NOMcom	NOMB.=s|GENRE=f|CAS=r	clergie
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
some	some3	NOMcom	NOMB.=s|GENRE=f|CAS=n	some
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
or	or4	ADVgen	DEGRE=-	or
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
an	en1	PRE	MORPH=empty	an
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
venue	venir	VERppe	NOMB.=s|GENRE=f|CAS=n	venue
.	.	PONfrt	MORPH=empty	.
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
qu'	que4	CONsub	GENRE=n	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
i	i2	PROadv	MORPH=empty	i
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
maintenue	maintenir	VERppe	NOMB.=s|GENRE=f|CAS=n	maintenue
Et	et	CONcoo	MORPH=empty	Et
que	que4	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
leus	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	leus
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
abelisse	abel1ir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	abelisse
Tant	tant	ADVgen	DEGRE=-	Tant
que	que4	CONsub	MORPH=empty	que
ja	ja	ADVgen	DEGRE=-	ja
mes	mais1	ADVgen	DEGRE=-	mes
de	de	PRE	MORPH=empty	de
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
n'	ne1	ADVneg	MORPH=empty	n
isse	issir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	isse
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	L
enors	onor	NOMcom	NOMB.=s|GENRE=m|CAS=n	enors
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
i	i2	PROadv	MORPH=empty	i
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
arestee	arester	VERppe	NOMB.=s|GENRE=f|CAS=n	arestee
.	.	PONfrt	MORPH=empty	.
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	as
altres	autre	PROind	NOMB.=p|GENRE=m|CAS=r	altres
prestee	prester	VERppe	NOMB.=s|GENRE=f|CAS=r	prestee
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
Grezois	Gregois	NOMpro	NOMB.=p|GENRE=m|CAS=r	Grezois
ne	ne2	CONcoo	MORPH=empty	ne
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
Romains	romain	NOMpro	NOMB.=p|GENRE=m|CAS=r	Romains
Ne	ne1	ADVneg	MORPH=empty	Ne
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
an	on	PROind	MORPH=empty	an
mes	mais1	ADVgen	NOMB.=p	mes
ne	ne2	CONcoo	MORPH=empty	ne
plus	plus	ADVgen	DEGRE=-	plus
ne	ne2	CONcoo	MORPH=empty	ne
mains	moins	ADVgen	MODE=ind|NOMB.=p|DEGRE=-	mains
,	,	PONfbl	MORPH=empty	,
D'	de	PRE	MORPH=empty	D
ax	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	ax
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=n	parole
remese	remanoir	VERppe	NOMB.=s|GENRE=f|CAS=n	remese
Et	et	CONcoo	MORPH=empty	Et
estainte	esteindre	VERppe	TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	estainte
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
vive	vif	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	vive
brese	brese	NOMcom	NOMB.=s|GENRE=f|CAS=n	brese
.	.	PONfrt	MORPH=empty	.
Crestiens	crestiien	NOMpro	NOMB.=p|GENRE=m|CAS=n	Crestiens
comance	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	comance
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
con	come1	CONsub	MORPH=empty	con
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
livres	livre2	NOMcom	NOMB.=s|GENRE=m|CAS=n	livres
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r	nos
reconte	reconter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	reconte
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
trez	traire	VERppe	NOMB.=s|GENRE=m|CAS=r	trez
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
d'	de	PRE	MORPH=empty	d
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
empereor	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	empereor
Puissant	poissant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	Puissant
de	de	PRE	MORPH=empty	de
richesce	richece	NOMcom	NOMB.=s|GENRE=f|CAS=r	richesce
et	et	CONcoo	MORPH=empty	et
d'	de	PRE	MORPH=empty	d
enor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	enor
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	tint
Grece	Grece	NOMpro	NOMB.=s|GENRE=f|CAS=r	Grece
et	et	CONcoo	MORPH=empty	et
Costantinoble	Costantinoble	NOMpro	NOMB.=s|GENRE=f|CAS=r	Costantinoble
.	.	PONfrt	MORPH=empty	.
Empereriz	empererriz	NOMcom	NOMB.=s|GENRE=m|CAS=n	Empereriz
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
cointe	cointe	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	cointe
et	et	CONcoo	MORPH=empty	et
noble	noble1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	noble
,	,	PONfbl	MORPH=empty	,
Don	dont	PROrel	NOMB.=s|CAS=r	Don
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	emperere
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
.	.	PONfrt	MORPH=empty	.
ii	2	PROcar	MORPH=empty	ii
.	.	PONfrt	MORPH=empty	.
enfanz	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=r	enfanz
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
ainz	ainz	ADVgen	DEGRE=-	ainz
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
premiers	premier	PROord	NOMB.=s|GENRE=m|CAS=n	premiers
si	si	ADVgen	DEGRE=-	si
granz	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	granz
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
autres	autre	ADJind	NOMB.=s|GENRE=m|CAS=n	autres
nessance	naissance	NOMcom	NOMB.=s|GENRE=f|CAS=n	nessance
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
premiers	premier	PROord	NOMB.=s|GENRE=m|CAS=n	premiers
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	CAS=r	se
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
pleüst	plaire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	pleüst
,	,	PONfbl	MORPH=empty	,
Poïst	pöoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	Poïst
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
devenir	devenir	VERinf	MORPH=empty	devenir
Et	et	CONcoo	MORPH=empty	Et
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
empire	empire	NOMcom	NOMB.=s|GENRE=m|CAS=r	empire
maintenir	maintenir	VERinf	MORPH=empty	maintenir
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
premiers	premier	PROord	NOMB.=s|GENRE=m|CAS=n	premiers
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
Alixandres	Alixandre	NOMpro	NOMB.=s|GENRE=m|CAS=r	Alixandres
,	,	PONfbl	MORPH=empty	,
Alis	Alis	NOMpro	NOMB.=s|GENRE=m|CAS=r	Alis
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
apelez	apeler	VERppe	NOMB.=s|GENRE=m|CAS=n	apelez
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
mandres	petit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=c	mandres
.	.	PONfrt	MORPH=empty	.
Alixandres	Alixandre	NOMpro	NOMB.=s|GENRE=m|CAS=n	Alixandres
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
pere	pere1	NOMcom	NOMB.=s|GENRE=m|CAS=n	pere
Et	et	CONcoo	MORPH=empty	Et
Tantalis	Tantasin	NOMpro	NOMB.=s|GENRE=m|CAS=n	Tantalis
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
mere	mere	NOMcom	NOMB.=s|GENRE=f|CAS=r	mere
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
empereriz	empererriz	NOMcom	NOMB.=s|GENRE=m|CAS=r	empereriz
Tantalis	Tantalis	NOMpro	NOMB.=s|GENRE=m|CAS=r	Tantalis
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
empereor	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r	empereor
et	et	CONcoo	MORPH=empty	et
d'	de	PRE	MORPH=empty	d
Alis	Alis	NOMpro	NOMB.=s|GENRE=m|CAS=r	Alis
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
parole	parole	NOMcom	NOMB.=s|GENRE=f	parole
a	a3	VERcjg	MODE=ind|NOMB.=s	a
tant	tant	ADVgen	DEGRE=-	tant
lesseron	laissier	VERcjg	MODE=ind|NOMB.=p|GENRE=m|CAS=r	lesseron
;	;	PONfbl	MORPH=empty	;
D'	de	PRE	MORPH=empty	D
Alixandre	Alixandre	NOMpro	NOMB.=s|GENRE=f|CAS=r	Alixandre
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
conteron	conter	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p	conteron
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
tant	tant	ADVgen	DEGRE=-	tant
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
corageus	corajos	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	corageus
et	et	CONcoo	MORPH=empty	et
fiers	fier	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	fiers
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
[	[	PONfbl	MORPH=empty	[
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
]	]	PONfbl	MORPH=empty	]
deigna	deignier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	deigna
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
Devenir	devenir	VERinf	MORPH=empty	Devenir
an	en1	PRE	MORPH=empty	an
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
region	regïon	NOMcom	NOMB.=s|GENRE=f|CAS=r	region
.	.	PONfrt	MORPH=empty	.
Oï	öir	VERppe	NOMB.=s|GENRE=m|CAS=r	Oï
ot	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
