token	lemma	POS	morph	treated
durra	durer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	durra
crestiantez	crestïenté	NOMcom	NOMB.=s|GENRE=m|CAS=n	crestiantez
;	;	PONfbl	MORPH=empty	;
de	de	PRE	MORPH=empty	de
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
Crestiens	crestiien	NOMpro	NOMB.=s|GENRE=m|CAS=n	Crestiens
vantez	vanter	VERppe	NOMB.=s|GENRE=m|CAS=n	vantez
.	.	PONfrt	MORPH=empty	.
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
de	de	PRE	MORPH=empty	de
Pasque	Pasque	NOMcom	NOMB.=s|GENRE=f|CAS=r	Pasque
,	,	PONfbl	MORPH=empty	,
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tans
novel	novel	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	novel
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	PERS.=3	a
Quaradigan	Caradigan	NOMpro	NOMB.=s|GENRE=m|CAS=r	Quaradigan
,	,	PONfbl	MORPH=empty	,
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
chastel	chastel	NOMcom	NOMB.=s|GENRE=m|CAS=r	chastel
,	,	PONfbl	MORPH=empty	,
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
Artus	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artus
cort	cort1	NOMcom	NOMB.=s	cort
tenue	tenir1	VERppe	NOMB.=s|GENRE=f|CAS=r	tenue
.	.	PONfrt	MORPH=empty	.
Einz	ainc	ADVgen	DEGRE=-	Einz
si	si	ADVgen	DEGRE=-	si
riche	riche	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	riche
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
veüe	vëoir	VERppe	NOMB.=s|GENRE=f|CAS=n	veüe
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
mout	mout	ADVgen	DEGRE=-	mout
i	i2	PROadv	MORPH=empty	i
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
boens	bon	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	boens
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
,	,	PONfbl	MORPH=empty	,
hardiz	hardi	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	hardiz
et	et	CONcoo	MORPH=empty	et
conbatanz	combatre	VERppa	NOMB.=p|GENRE=m|CAS=r	conbatanz
et	et	CONcoo	MORPH=empty	et
fiers	fier	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	fiers
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
riches	riche	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	riches
dames	dame	NOMcom	NOMB.=p|GENRE=f|CAS=r	dames
et	et	CONcoo	MORPH=empty	et
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
,	,	PONfbl	MORPH=empty	,
filles	fille	NOMcom	NOMB.=p|GENRE=f|CAS=r	filles
de	de	PRE	MORPH=empty	de
rois	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=r	rois
,	,	PONfbl	MORPH=empty	,
gentes	gent2	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	gentes
et	et	CONcoo	MORPH=empty	et
beles	bel1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	beles
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
einçois	ainçois	ADVgen	DEGRE=-	einçois
que	que4	CONsub	MORPH=empty	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
corz	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=n	corz
fausist	falir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fausist
,	,	PONfbl	MORPH=empty	,
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
a	a3	PRE	NOMB.=s	a
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
voloit	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	voloit
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
blanc	blanc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	blanc
cerf	cerf	NOMcom	NOMB.=s|GENRE=m|CAS=r	cerf
chacier	chacier	VERinf	MORPH=empty	chacier
por	por2	PRE	MORPH=empty	por
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
costume	costume	NOMcom	NOMB.=s|GENRE=f|CAS=r	costume
ressaucier	ressaucier	VERinf	MORPH=empty	ressaucier
.	.	PONfrt	MORPH=empty	.
Monseignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Monseignor
Gauvain	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvain
ne	ne1	ADVneg	MORPH=empty	ne
plot	plaire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	plot
mie	mie	ADVneg	MORPH=empty	mie
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r	parole
oïe	öir	VERppe	NOMB.=s|GENRE=f|CAS=r	oïe
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
chace	chace	NOMcom	NOMB.=s|GENRE=f|CAS=r	chace
n'	ne1	ADVneg	MORPH=empty	n
avroiz	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	avroiz
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
ja	ja	ADVgen	DEGRE=-	ja
ne	ne2	CONcoo	MORPH=empty	ne
gré	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gré
ne	ne2	CONcoo	MORPH=empty	ne
grace	grace	NOMcom	NOMB.=s|GENRE=f|CAS=r	grace
.	.	PONfrt	MORPH=empty	.
Nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	Nos
savomes	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	savomes
bien	bien1	ADVgen	DEGRE=p	bien
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n	tuit
piece	piece	NOMcom	NOMB.=s|GENRE=f|CAS=r	piece
a	a3	PRE	MORPH=empty	a
quel	quel1	DETrel	NOMB.=s|GENRE=f|CAS=r	quel
costume	costume	NOMcom	NOMB.=s|GENRE=f|CAS=r	costume
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
blans	blanc	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	blans
cers	cerf	NOMcom	NOMB.=s|GENRE=m|CAS=n	cers
a	avoir	VERcjg	MODE=ind|PERS.=3	a
:	:	PONfbl	MORPH=empty	:
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
blanc	blanc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	blanc
cerf	cerf	NOMcom	NOMB.=s|GENRE=m|CAS=r	cerf
ocirre	ocire	VERinf	MORPH=empty	ocirre
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
par	par	PRE	MORPH=empty	par
reison	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r	reison
beisier	baisier	VERinf	MORPH=empty	beisier
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
de	de	PRE	MORPH=empty	de
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
cort	cort2	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
plus	plus	ADVgen	DEGRE=-	plus
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
,	,	PONfbl	MORPH=empty	,
a	avoir	PRE	MODE=ind|PERS.=3|NOMB.=s	a
que	que1	PROrel	NOMB.=s|GENRE=f|CAS=r	que
que	que2	PROrel	NOMB.=s	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
tort	torner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	tort
.	.	PONfrt	MORPH=empty	.
Maus	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	Maus
an	en2	PROadv	MORPH=empty	an
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
avenir	avenir	VERinf	MORPH=empty	avenir
mout	mout	ADVgen	DEGRE=-	mout
granz	grant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	granz
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
ancor	encore	ADVgen	DEGRE=-	ancor
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ceanz	çaienz	ADVgen	DEGRE=-	ceanz
.	.	PONfrt	MORPH=empty	.
v	cinc	DETdef	MORPH=empty	v
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
c	100	PROdem	NOMB.=p|CAS=n	c
.	.	PONfrt	MORPH=empty	.
dameiseles	damoisele	NOMcom	NOMB.=p|GENRE=f|CAS=r	dameiseles
de	de	PRE	MORPH=empty	de
hauz	haut	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	hauz
paraiges	parage	NOMcom	NOMB.=p|GENRE=m|CAS=r	paraiges
,	,	PONfbl	MORPH=empty	,
filles	fille	NOMcom	NOMB.=p|GENRE=f|CAS=r	filles
de	de	PRE	MORPH=empty	de
rois	roi2	NOMcom	NOMB.=p|GENRE=m|CAS=r	rois
,	,	PONfbl	MORPH=empty	,
gentes	gent2	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	gentes
et	et	CONcoo	MORPH=empty	et
sages	sage	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	sages
;	;	PONfbl	MORPH=empty	;
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
nule	nul	PROind	NOMB.=s|GENRE=f|CAS=r	nule
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
n'	ne1	ADVneg	MORPH=empty	n
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ait
ami	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	ami
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	chevalier
vaillant	valoir	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vaillant
et	et	CONcoo	MORPH=empty	et
hardi	hardi	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	hardi
,	,	PONfbl	MORPH=empty	,
don	dont	PROrel	CAS=i	don
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
desresnier	deraisnier	VERinf	MORPH=empty	desresnier
voldroit	voloir	VERcjg	MODE=con|PERS.=3|NOMB.=s	voldroit
,	,	PONfbl	MORPH=empty	,
ou	o3	CONcoo	NOMB.=s	ou
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
a	a3	PRE	MORPH=empty	a
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
ou	o3	CONcoo	MORPH=empty	ou
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
a	a3	PRE	MORPH=empty	a
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r	droit
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	cele
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
li	il	PROper	NOMB.=s|GENRE=m|CAS=n	li
atalante	atalenter	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	atalante
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
plus	plus	ADVgen	DEGRE=-	plus
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
plus	plus	ADVgen	DEGRE=-	plus
gente	gent2	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	gente
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	respont
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
bien	bien1	ADVgen	DEGRE=p	bien
,	,	PONfbl	MORPH=empty	,
mes	mais1	ADVgen	MORPH=empty	mes
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
lerai	laissier	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	lerai
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
rien	rien	PROind	NOMB.=s|GENRE=n|CAS=r	rien
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
parole	parole	NOMcom	MODE=ind|PERS.=3|NOMB.=s|GENRE=f|CAS=r	parole
que	que2	PROrel	MORPH=empty	que
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=r	dite
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
puis	puis	ADVgen	DEGRE=-	puis
estre	estre1	VERinf	MORPH=empty	estre
contredite	contredire	VERppe	NOMB.=s|GENRE=f|CAS=n	contredite
.	.	PONfrt	MORPH=empty	.
Demain	demain	ADVgen	DEGRE=-	Demain
matin	matin1	ADVgen	NOMB.=s|DEGRE=-	matin
a	a3	PRE	TEMPS=pst|NOMB.=s	a
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
deduit	deduit	NOMcom	NOMB.=s|GENRE=m|CAS=r	deduit
irons	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p	irons
chacier	chacier	VERinf	MORPH=empty	chacier
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
blanc	blanc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	blanc
cerf	cerf	NOMcom	NOMB.=s|GENRE=m|CAS=r	cerf
