token	lemma	POS	morph	treated
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
vante	vanter	VERcjg	MODE=sub|TEMPS=pst|NOMB.=s|CAS=r	vante
en	en1	PRE	MORPH=empty	en
mai	mai	NOMcom	NOMB.=s|GENRE=m	mai
ou	o3	CONcoo	MORPH=empty	ou
en	en1	PRE	MORPH=empty	en
avril	avril	NOMcom	NOMB.=s|GENRE=m|CAS=r	avril
.	.	PONfrt	MORPH=empty	.
Par	par	PRE	MORPH=empty	Par
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r	foi
,	,	PONfbl	MORPH=empty	,
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
mie	mie	ADVneg	MORPH=empty	mie
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
vuelle	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	vuelle
losangier	losengier2	VERinf	MORPH=empty	losangier
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
;	;	PONfbl	MORPH=empty	;
Dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	Dirai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
:	:	PONfbl	MORPH=empty	:
Tant	tant	ADVgen	DEGRE=-	Tant
com	come1	CONsub	MORPH=empty	com
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n	une
jame	geme	NOMcom	NOMB.=s|GENRE=f|CAS=n	jame
Vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Vaut
de	de	PRE	MORPH=empty	de
pailes	paile	NOMcom	NOMB.=p|GENRE=m|CAS=r	pailes
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
sardines	sardine2	NOMcom	NOMB.=p|GENRE=f|CAS=r	sardines
,	,	PONfbl	MORPH=empty	,
Vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Vaut
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
contesse	contesse	NOMcom	NOMB.=s|GENRE=f|CAS=n	contesse
de	de	PRE	MORPH=empty	de
reïnes	röine1	NOMcom	NOMB.=p|GENRE=f|CAS=r	reïnes
?	?	PONfrt	MORPH=empty	?
Naie	naje	ADVneg	NOMB.=s|CAS=r	Naie
voir	voir	ADVgen	DEGRE=-	voir
;	;	PONfbl	MORPH=empty	;
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
,	,	PONfbl	MORPH=empty	,
S'	se	CONsub	PERS.=3	S
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
voirs	voir	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	voirs
maleoit	malëir	VERppe	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	maleoit
gré	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=n	gré
mien	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m	mien
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	MORPH=empty	Mes
tant	tant	ADVgen	DEGRE=-	tant
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
que	que4	CONsub	MORPH=empty	que
mialz	mieus	ADVgen	DEGRE=c	mialz
oevre	ovrer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	oevre
Ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Ses
comandemanz	comandement	NOMcom	NOMB.=p|GENRE=m|CAS=n	comandemanz
an	en1	PRE	MORPH=empty	an
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	oevre
Que	que4	CONsub	CAS=r	Que
sans	sans	NOMcom	MORPH=empty	sans
ne	ne2	CONcoo	MORPH=empty	ne
painne	peine	NOMcom	MODE=sub|TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	painne
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
g'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	g
i	i2	PROadv	MORPH=empty	i
mete	metre2	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	mete
.	.	PONfrt	MORPH=empty	.
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
Chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	Chevalier
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
Charrete	charrete	NOMcom	NOMB.=s|GENRE=f|CAS=r	Charrete
Comance	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Comance
Crestiens	Crestiien	NOMpro	NOMB.=p|GENRE=m|CAS=n	Crestiens
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
livre	livre2	NOMcom	NOMB.=s|GENRE=m|CAS=r	livre
;	;	PONfbl	MORPH=empty	;
Matiere	matiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	Matiere
et	et	CONcoo	MORPH=empty	et
san	sen2	NOMcom	NOMB.=s|GENRE=m|CAS=r	san
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	done
et	et	CONcoo	MORPH=empty	et
livre	livrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	livre
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
contesse	contesse	NOMcom	NOMB.=s|GENRE=f|CAS=r	contesse
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
antremet	entremetre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	antremet
De	de	PRE	MORPH=empty	De
panser	penser	VERinf	MORPH=empty	panser
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
gueres	gaire	ADVgen	DEGRE=-	gueres
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
met	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	met
Fors	fors1	PRE	MORPH=empty	Fors
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
painne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	painne
et	et	CONcoo	MORPH=empty	et
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
antancion	entencïon	NOMcom	NOMB.=s|GENRE=f|CAS=r	antancion
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
qu'	que4	CONsub	MORPH=empty	qu
a	a3	PRE	MORPH=empty	a
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
Acenssion	Acension	NOMpro	NOMB.=s|GENRE=f|CAS=r	Acenssion
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
Artus	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artus
cort	cort1	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f	cort
tenue	tenir1	VERppe	NOMB.=s|GENRE=f|CAS=r	tenue
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
Riche	riche	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	Riche
et	et	CONcoo	MORPH=empty	et
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
tant	tant	ADVgen	DEGRE=-	tant
con	come1	CONsub	MORPH=empty	con
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
plot	plaire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	plot
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	riche
com	come1	CONsub	MORPH=empty	com
a	a3	PRE	MORPH=empty	a
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
estut	estovoir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	estut
.	.	PONfrt	MORPH=empty	.
Aprés	après	PRE	MORPH=empty	Aprés
mangier	mangier	VERinf	MORPH=empty	mangier
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
remut	removoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	remut
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
d'	de	PRE	MORPH=empty	d
antre	entre	PRE	MORPH=empty	antre
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
conpaignons	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=r	conpaignons
;	;	PONfbl	MORPH=empty	;
Mout	mout	ADVgen	DEGRE=-	Mout
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
sale	sale1	NOMcom	NOMB.=s|GENRE=f|CAS=r	sale
barons	baron	NOMcom	NOMB.=p|GENRE=m|CAS=r	barons
Et	et	CONcoo	MORPH=empty	Et
s'	si	ADVgen	GENRE=m|CAS=r	s
i	i2	PROadv	MORPH=empty	i
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
reïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n	reïne
ansanble	ensemble	ADVgen	DEGRE=-	ansanble
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
avoec	avuec	PRE	MORPH=empty	avoec
aus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	aus
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sanble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sanble
,	,	PONfbl	MORPH=empty	,
Mainte	maint	DETind	NOMB.=s|GENRE=f|CAS=n	Mainte
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
cortoise	cortois	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	cortoise
,	,	PONfbl	MORPH=empty	,
Bien	bien1	ADVgen	DEGRE=p	Bien
parlant	parler	VERppa	NOMB.=s|DEGRE=p	parlant
an	en1	PRE	MORPH=empty	an
lengue	langue1	NOMcom	MODE=ind|PERS.=3|NOMB.=s|GENRE=f|CAS=r	lengue
françoise	François	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	françoise
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
Kex	Keu	NOMpro	NOMB.=p|GENRE=m|CAS=r	Kex
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
servi	servir	VERppe	NOMB.=s|GENRE=m|CAS=r	servi
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	as
tables	table	NOMcom	NOMB.=p|GENRE=f|CAS=r	tables
Manjoit	mangier	VERcjg	MODE=ind|TEMPS=ipf|NOMB.=s	Manjoit
avoec	avuec	PRE	MORPH=empty	avoec
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
conestables	conestable	NOMcom	NOMB.=p|GENRE=m|CAS=r	conestables
.	.	PONfrt	MORPH=empty	.
La	là	ADVgen	DEGRE=-	La
ou	où	PROrel	NOMB.=s	ou
Kex	Keu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Kex
seoit	sëoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	seoit
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
mangier	mangier	VERinf	NOMB.=s|CAS=r	mangier
,	,	PONfbl	MORPH=empty	,
Atant	atant	ADVgen	DEGRE=-	Atant
ez	ez	ADVgen	DEGRE=-	ez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevalier
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
a	a3	PRE	MORPH=empty	a
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
mout	mout	ADVgen	DEGRE=-	mout
acesmez	acesmer	VERppe	NOMB.=s|GENRE=m|CAS=r	acesmez
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	ses
armes	arme	NOMcom	NOMB.=p|GENRE=f|CAS=r	armes
armez	armer	VERppe	NOMB.=p|GENRE=m|CAS=r	armez
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevaliers
a	a3	PRE	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
conroi	conroi	NOMcom	NOMB.=s|GENRE=m|CAS=r	conroi
S'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	S
an	en2	PROadv	MORPH=empty	an
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
jusque	jusque	PRE	MORPH=empty	jusque
devant	devant	PRE	MORPH=empty	devant
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
La	là	ADVgen	DEGRE=-	La
ou	où	PROrel	MORPH=empty	ou
antre	entre2	PRE	MORPH=empty	antre
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
barons	baron	NOMcom	NOMB.=p|GENRE=m|CAS=r	barons
sist	sëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sist
;	;	PONfbl	MORPH=empty	;
Nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Nel
salua	salüer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	salua
pas	pas	ADVneg	MORPH=empty	pas
,	,	PONfbl	MORPH=empty	,
einz	ainz	ADVgen	DEGRE=-	einz
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	Rois
Artus	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artus
,	,	PONfbl	MORPH=empty	,
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
en	en1	PRE	MORPH=empty	en
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	ta
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	ta
meison	maison	NOMcom	NOMB.=s|GENRE=f|CAS=r	meison
,	,	PONfbl	MORPH=empty	,
Chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	Chevaliers
,	,	PONfbl	MORPH=empty	,
dames	dame	NOMcom	NOMB.=p|GENRE=f|CAS=n	dames
et	et	CONcoo	MORPH=empty	et
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=r	puceles
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
ne	ne1	ADVneg	MORPH=empty	ne
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
an	en2	PROadv	MORPH=empty	an
di	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	di
pas	pas	ADVneg	MORPH=empty	pas
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
noveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r	noveles
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
jes	je+il	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jes
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
vuelle	voloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	vuelle
randre	rendre	VERinf	MORPH=empty	randre
;	;	PONfbl	MORPH=empty	;
Ençois	ainçois	ADVgen	DEGRE=-	Ençois
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
voel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voel
dire	dire	VERinf	MORPH=empty	dire
et	et	CONcoo	MORPH=empty	et
aprandre	aprendre	VERinf	MORPH=empty	aprandre
Que	que4	CONsub	MORPH=empty	Que
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
n'	ne1	ADVneg	MORPH=empty	n
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	as
force	force2	NOMcom	NOMB.=s|GENRE=f|CAS=r	force
ne	ne2	CONcoo	MORPH=empty	ne
avoir	avoir	VERinf	MORPH=empty	avoir
Par	par	PRE	MORPH=empty	Par
quoi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	quoi
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
puisses	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p	puisses
avoir	avoir	VERinf	MORPH=empty	avoir
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
saches	savoir	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=s	saches
bien	bien1	ADVgen	DEGRE=p	bien
qu'	que4	CONsub	MORPH=empty	qu
ainsi	ainsi	ADVgen	DEGRE=-	ainsi
morras	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s	morras
Que	que4	CONsub	MORPH=empty	Que
ja	ja	ADVgen	DEGRE=-	ja
aidier	aidier	VERinf	MORPH=empty	aidier
ne	ne1	ADVneg	MORPH=empty	ne
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
porras	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s	porras
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
respont	respondre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	respont
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
Sofrir	sofrir	VERinf	MORPH=empty	Sofrir
,	,	PONfbl	MORPH=empty	,
s'	se	CONsub	PERS.=3|CAS=r	s
amander	amender	VERinf	MORPH=empty	amander
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
;	;	PONfbl	MORPH=empty	;
Mes	mais1	CONcoo	DEGRE=-	Mes
mout	mout	ADVgen	DEGRE=-	mout
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
an	en2	PROadv	MORPH=empty	an
poise	peser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	poise
duremant	durement2	ADVgen	DEGRE=-	duremant
.	.	PONfrt	MORPH=empty	.
