token	lemma	POS	morph	treated
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
terme	terme	NOMcom	NOMB.=s|GENRE=m|CAS=r	terme
!	!	PONfrt	MORPH=empty	!
Mien	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	Mien
essïent	escïent	NOMcom	TEMPS=pst|NOMB.=s|GENRE=m|CAS=r	essïent
,	,	PONfbl	MORPH=empty	,
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
seüst	savoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	seüst
,	,	PONfbl	MORPH=empty	,
Ja	ja	ADVgen	DEGRE=-	Ja
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
a	a3	PRE	MORPH=empty	a
feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	feme
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
descrirai	descrire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	descrirai
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
Fors	fors1	ADVgen	DEGRE=-	Fors
si	si	ADVgen	DEGRE=-	si
com	come1	CONsub	MORPH=empty	com
Crestïens	Crestiien	NOMpro	NOMB.=s|GENRE=m|CAS=n	Crestïens
le	il	PROper	NOMB.=s|GENRE=m|CAS=r	le
conte	conter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	conte
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
bien	bien1	ADVgen	DEGRE=p	bien
en	en2	PROadv	MORPH=empty	en
translata	translater	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	translata
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
letre	letre	NOMcom	NOMB.=s|GENRE=f|CAS=r	letre
.	.	PONfrt	MORPH=empty	.
Sus	sus	PRE	MORPH=empty	Sus
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
ne	ne1	ADVneg	MORPH=empty	ne
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
vueil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vueil
entremetre	entremetre	VERinf	MORPH=empty	entremetre
:	:	PONfbl	MORPH=empty	:
Tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	Tout
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
dit	dire	NOMcom	NOMB.=s|GENRE=m|CAS=r	dit
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
raconterai	reconter	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	raconterai
Et	et	CONcoo	MORPH=empty	Et
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
alegorie	alegorie	NOMcom	NOMB.=s|GENRE=f|CAS=r	alegorie
en	en2	PROadv	MORPH=empty	en
trairai	traire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	trairai
.	.	PONfrt	MORPH=empty	.
Pandïon	Pandrin	NOMpro	NOMB.=s|GENRE=f|CAS=n	Pandïon
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
d'	de	PRE	MORPH=empty	d
Athaines	Athenes	NOMpro	NOMB.=s|GENRE=m|CAS=r	Athaines
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
Poissans	Poissant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Poissans
et	et	CONcoo	MORPH=empty	et
larges	large	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	larges
et	et	CONcoo	MORPH=empty	et
cortois	cortois	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	cortois
.	.	PONfrt	MORPH=empty	.
.II.	2	DETcar	NOMB.=p|GENRE=f|CAS=r	.II.
filles	fille	NOMcom	NOMB.=p|GENRE=f|CAS=r	filles
ot	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
moult	mout	ADVgen	DEGRE=-	moult
ama	amer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ama
:	:	PONfbl	MORPH=empty	:
L'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	L
une	un	PROind	NOMB.=s|GENRE=f|CAS=n	une
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
Philomena	Philippe	NOMpro	TEMPS=psp|NOMB.=s|CAS=r	Philomena
,	,	PONfbl	MORPH=empty	,
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	L
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
Progné	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r	Progné
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
ainsnee	ainzné	ADJqua	NOMB.=s|GENRE=f|CAS=n	ainsnee
.	.	PONfrt	MORPH=empty	.
Cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	Cele
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
a	a3	PRE	MORPH=empty	a
mari	mari	NOMcom	NOMB.=s|GENRE=m|CAS=r	mari
donee	doner	VERppe	NOMB.=s|GENRE=f|CAS=n	donee
.	.	PONfrt	MORPH=empty	.
.I.	un	DETndf	NOMB.=s|GENRE=m|CAS=r	.I.
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
de	de	PRE	MORPH=empty	de
Trace	Trace	NOMpro	NOMB.=s|GENRE=f|CAS=r	Trace
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
requist	requerre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	requist
,	,	PONfbl	MORPH=empty	,
Dont	dont	PROrel	NOMB.=s	Dont
Pandïons	pendre	NOMpro	NOMB.=p|CAS=n	Pandïons
moult	mout	ADVgen	DEGRE=-	moult
liez	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	liez
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
.	.	PONfrt	MORPH=empty	.
Moult	mout	ADVgen	DEGRE=-	Moult
liez	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	liez
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
?	?	PONfrt	MORPH=empty	?
—	—	PONfbl	MORPH=empty	—
Voire	voir	ADVgen	DEGRE=-	Voire
.	.	PONfrt	MORPH=empty	.
—	—	PONfbl	MORPH=empty	—
Pour	por2	PRE	MORPH=empty	Pour
quoi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	quoi
?	?	PONfrt	MORPH=empty	?
Pour	por2	PRE	MORPH=empty	Pour
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dona
a	a3	PRE	MORPH=empty	a
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MORPH=empty	A
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
?	?	PONfrt	MORPH=empty	?
Mes	mais1	CONcoo	MORPH=empty	Mes
a	a3	PRE	MORPH=empty	a
tirant	tiran	NOMcom	NOMB.=s|GENRE=m	tirant
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	felon
.	.	PONfrt	MORPH=empty	.
Tereüs	terros	VERppe	NOMB.=s|GENRE=m|CAS=r	Tereüs
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
tirans	tiran	NOMcom	NOMB.=s|GENRE=m|CAS=n	tirans
non	nom	ADVneg	GENRE=m	non
Cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	Cui
Pandïon	Pandrin	NOMpro	NOMB.=s|GENRE=f|CAS=r	Pandïon
sans	sans	PRE	MORPH=empty	sans
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
priere	priiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	priere
Dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Dona
Progné	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r	Progné
,	,	PONfbl	MORPH=empty	,
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=r	fille
chiere	chiere	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	chiere
.	.	PONfrt	MORPH=empty	.
Males	mal1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	Males
noces	noce	NOMcom	NOMB.=p|GENRE=f|CAS=r	noces
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
Thereüs	Theorri	NOMpro	NOMB.=s|GENRE=m|CAS=r	Thereüs
,	,	PONfbl	MORPH=empty	,
Quar	car	CONcoo	MORPH=empty	Quar
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
pas	pas	ADVneg	MORPH=empty	pas
Himeneüs	Himeneus	NOMpro	NOMB.=s|GENRE=m|CAS=n	Himeneüs
,	,	PONfbl	MORPH=empty	,
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
diex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	diex
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
aus	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	aus
noces	noce	NOMcom	NOMB.=p|GENRE=f|CAS=r	noces
dut	devoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dut
estre	estre1	VERinf	MORPH=empty	estre
.	.	PONfrt	MORPH=empty	.
Onc	onque	ADVgen	DEGRE=-	Onc
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
chanta	chanter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	chanta
ne	ne2	CONcoo	MORPH=empty	ne
clerc	clerc	NOMcom	NOMB.=s|GENRE=m|CAS=r	clerc
ne	ne2	CONcoo	MORPH=empty	ne
prestre	prestre	NOMcom	NOMB.=s|GENRE=m|CAS=r	prestre
Ne	ne2	CONcoo	MORPH=empty	Ne
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
signe	signe1	NOMcom	NOMB.=s|GENRE=m|CAS=r	signe
de	de	PRE	MORPH=empty	de
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
,	,	PONfbl	MORPH=empty	,
Mes	mais1	CONcoo	DEGRE=-	Mes
toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r	toute
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
a	a3	VERcjg	MODE=ind	a
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
vois	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	vois
roie	roie	ADJqua	NOMB.=s|GENRE=f|CAS=r	roie
Chanta	chanter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Chanta
sor	sor2	PRE	MORPH=empty	sor
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chambre	chambre1	NOMcom	NOMB.=s|GENRE=f|CAS=r	chambre
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
dus	duc2	NOMcom	NOMB.=s|GENRE=m|CAS=n	dus
Et	et	CONcoo	MORPH=empty	Et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
huans	huier	NOMcom	NOMB.=s|GENRE=m|CAS=n	huans
et	et	CONcoo	MORPH=empty	et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
cucus	cuirce	NOMcom	NOMB.=s|GENRE=m|CAS=n	cucus
Et	et	CONcoo	MORPH=empty	Et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
fresaie	fraisance	NOMcom	NOMB.=s|GENRE=f|CAS=n	fresaie
et	et	CONcoo	MORPH=empty	et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
corbiaus	corbeil	NOMcom	NOMB.=s|GENRE=m|CAS=n	corbiaus
.	.	PONfrt	MORPH=empty	.
Cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n	Cil
signes	signe1	NOMcom	NOMB.=s|GENRE=m|CAS=n	signes
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
mie	mie	ADVneg	MORPH=empty	mie
biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biaus
,	,	PONfbl	MORPH=empty	,
Ains	ainz	ADVgen	DEGRE=-	Ains
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
duel	duel	NOMcom	NOMB.=s|GENRE=m|CAS=r	duel
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
pesance	pesance	NOMcom	NOMB.=s|GENRE=f|CAS=r	pesance
Toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r	Toute
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
senefïance	senefïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	senefïance
.	.	PONfrt	MORPH=empty	.
Moult	mout	ADVgen	DEGRE=-	Moult
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	lor
assamblee	assemblee	NOMcom	NOMB.=s|GENRE=f|CAS=n	assamblee
male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	male
,	,	PONfbl	MORPH=empty	,
Quar	car	CONcoo	MORPH=empty	Quar
es	en1+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	es
chambres	chambre1	NOMcom	NOMB.=p|GENRE=f|CAS=r	chambres
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
sale	sale1	NOMcom	NOMB.=s|GENRE=f|CAS=r	sale
Volerent	voler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	Volerent
toute	tot	DETind	GENRE=f|CAS=r	toute
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
maufé	maufé	NOMcom	NOMB.=s|GENRE=m|CAS=n	maufé
,	,	PONfbl	MORPH=empty	,
Atropos	Atropos	NOMcom	NOMB.=s|GENRE=m|CAS=r	Atropos
et	et	CONcoo	MORPH=empty	et
Thesiphoné	Theophine	NOMpro	NOMB.=s|GENRE=m|CAS=r	Thesiphoné
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
toutes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	toutes
males	mal1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	males
destinees	destinee	NOMcom	NOMB.=p|GENRE=f|CAS=r	destinees
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
noces	noce	NOMcom	NOMB.=p|GENRE=f|CAS=n	noces
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
finees	finer	VERppe	NOMB.=p|GENRE=f|CAS=n	finees
,	,	PONfbl	MORPH=empty	,
S'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	S
en	en2	PROadv	MORPH=empty	en
mena	mener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	mena
Thereüs	Theraut	NOMpro	NOMB.=s|GENRE=m|CAS=n	Thereüs
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
fame	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	fame
En	en1	PRE	MORPH=empty	En
Trace	Trace	NOMpro	NOMB.=s|GENRE=f|CAS=r	Trace
comme	come1	CONsub	MORPH=empty	comme
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	haute
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
.	.	PONfrt	MORPH=empty	.
La	là	ADVgen	DEGRE=-	La
orent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	orent
entr'	entre2	PRE	MORPH=empty	entr
aulz	il	PROper	NOMB.=p|GENRE=m	aulz
.II.	2	PROcar	NOMB.=p|GENRE=m|CAS=r	.II.
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r	fil
:	:	PONfbl	MORPH=empty	:
A	a3	PRE	MORPH=empty	A
mal	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	mal
eür	ëur	NOMcom	NOMB.=s|GENRE=m|CAS=r	eür
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
eüssent	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	eüssent
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
que	que2	PROrel	NOMB.=s|CAS=r	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
enfes	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n	enfes
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
nez	naistre	VERppe	NOMB.=s|GENRE=m|CAS=n	nez
Celebra	celebrer	VERcjg	MODE=ind|PERS.=3|NOMB.=s	Celebra
trestous	trestot	DETind	NOMB.=s|GENRE=m|CAS=n	trestous
li	le	DETdef	NOMB.=s|GENRE=m|CAS=i	li
regnez	regné	NOMcom	NOMB.=s|GENRE=m|CAS=n	regnez
Et	et	CONcoo	MORPH=empty	Et
feste	feste1	NOMcom	NOMB.=p|GENRE=f|CAS=n	feste
en	en2	PROadv	MORPH=empty	en
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	firent
chascun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r	chascun
an	an	NOMcom	NOMB.=s|CAS=r	an
Ausi	aussi	ADVgen	DEGRE=-	Ausi
comme	come1	CONsub	MORPH=empty	comme
de	de	PRE	MORPH=empty	de
Travagan	Travagne	NOMpro	NOMB.=s|GENRE=m|CAS=r	Travagan
,	,	PONfbl	MORPH=empty	,
Quar	car	CONcoo	MORPH=empty	Quar
Thereüs	Theorri	NOMpro	NOMB.=s|GENRE=m|CAS=n	Thereüs
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
commanda	comander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	commanda
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
enfes	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n	enfes
crut	croire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	crut
et	et	CONcoo	MORPH=empty	et
amanda	amender	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	amanda
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
molt	mout	ADVgen	DEGRE=-	molt
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
dedens	dedenz	PRE	DEGRE=-	dedens
.V.	5	DETcar	NOMB.=p|GENRE=m|CAS=r	.V.
ans	an	NOMcom	NOMB.=p|GENRE=m|CAS=r	ans
.	.	PONfrt	MORPH=empty	.
Ithis	iti	ADVgen	GENRE=m|CAS=n	Ithis
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
.	.	PONfrt	MORPH=empty	.
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
deulz	deus	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	deulz
grans	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	grans
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
vesqui	vivre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vesqui
plus	plus	ADVgen	DEGRE=c	plus
longuement	longement	ADVgen	DEGRE=p	longuement
.	.	PONfrt	MORPH=empty	.
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
assez	assez	ADVgen	DEGRE=-	assez
comment	coment1	ADVsub	MORPH=empty	comment
De	de	PRE	MORPH=empty	De
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	avint
a	a3	PRE	MORPH=empty	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
parclose	parclose	NOMcom	NOMB.=s|GENRE=f|CAS=r	parclose
,	,	PONfbl	MORPH=empty	,
Mes	mais1	CONcoo	MORPH=empty	Mes
ains	ainz	ADVgen	DEGRE=-	ains
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	dirai
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
.	.	PONfrt	MORPH=empty	.
