token	lemma	POS	morph	treated
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r	que
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
an	on	PROind	NOMB.=s|CAS=n	an
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
buens	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	buens
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
proverai	prover	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	proverai
que	que4	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuens
valt	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	valt
mialz	mieus	ADVgen	DEGRE=c	mialz
que	que4	CONsub	MORPH=empty	que
cist	cest	PROdem	NOMB.=s|GENRE=m|CAS=n	cist
ne	ne1	ADVneg	MORPH=empty	ne
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
asez	assez	ADVgen	DEGRE=-	asez
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
an	en1	PRE	MORPH=empty	an
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
amassez	amasser	VERppe	NOMB.=s|CAS=r	amassez
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
vices	vice1	NOMcom	NOMB.=p|GENRE=m|CAS=r	vices
et	et	CONcoo	MORPH=empty	et
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
max	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	max
dont	dont	PROrel	NOMB.=p|CAS=i	dont
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuens
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mondes	monde2	ADJqua	NOMB.=s|GENRE=m|CAS=n	mondes
et	et	CONcoo	MORPH=empty	et
sax	sauf	ADJqua	NOMB.=s|GENRE=m|CAS=n	sax
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuens
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
tex	tel	ADJind	NOMB.=s|GENRE=m|CAS=n	tex
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
escote	escouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	escote
vilain	vilain	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	vilain
gap	gap	NOMcom	NOMB.=s|GENRE=m|CAS=r	gap
ne	ne2	CONcoo	MORPH=empty	ne
parole	parole	NOMcom	TEMPS=pst|PERS.=3|NOMB.=s	parole
estote	estout	ADJqua	NOMB.=s|CAS=r	estote
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
mal	mal1	NOMcom	GENRE=m|CAS=r|DEGRE=-	mal
dire	dire	VERinf	MORPH=empty	dire
d'	de	PRE	MORPH=empty	d
autrui	autrui	PROind	NOMB.=s|GENRE=m|CAS=r	autrui
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
que	que2	CONsub	NOMB.=s	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
poise	peser	VERcjg	MODE=ind|PERS.=3|NOMB.=s	poise
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	lui
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuens
ainme	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ainme
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	droite
justise	justice	NOMcom	NOMB.=s|GENRE=f|CAS=r	justise
et	et	CONcoo	MORPH=empty	et
lëauté	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	lëauté
et	et	CONcoo	MORPH=empty	et
Sainte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	Sainte
Iglise	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r	Iglise
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r	tote
vilenie	vilenie	NOMcom	NOMB.=s|GENRE=f|CAS=n	vilenie
het	häir	VERcjg	MODE=ind|NOMB.=s	het
;	;	PONfbl	MORPH=empty	;
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
plus	plus	ADVgen	DEGRE=-	plus
larges	large	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	larges
que	que1	CONsub	MORPH=empty	que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	done
selonc	selonc	PRE	MORPH=empty	selonc
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
Evangile	evangile	NOMpro	NOMB.=s|GENRE=f|CAS=r	Evangile
,	,	PONfbl	MORPH=empty	,
sanz	sans	PRE	MORPH=empty	sanz
ypocrisye	ipocrisie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ypocrisye
et	et	CONcoo	MORPH=empty	et
sanz	sans	PRE	MORPH=empty	sanz
guile	guile	NOMcom	NOMB.=s|GENRE=f|CAS=r	guile
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
:	:	PONfbl	MORPH=empty	:
"	"	PONfbl	MORPH=empty	"
Ne	ne1	ADVneg	MORPH=empty	Ne
saiche	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	saiche
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	ta
senestre	senestre	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	senestre
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
bien	bien2	NOMcom	NOMB.=s|DEGRE=p	bien
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	fera
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
destre	destre	ADJqua	NOMB.=s|GENRE=f|CAS=n	destre
.	.	PONfrt	MORPH=empty	.
"	"	PONfbl	MORPH=empty	"
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
saiche	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	saiche
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
reçoit	recevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	reçoit
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
segrez	secré	NOMcom	NOMB.=p|GENRE=m|CAS=r	segrez
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
et	et	CONcoo	MORPH=empty	et
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	set
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
repostailles	repostaille	NOMcom	NOMB.=p|GENRE=f|CAS=r	repostailles
qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n	qui
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	es
cuers	cuer2	NOMcom	NOMB.=p|GENRE=m|CAS=r	cuers
et	et	CONcoo	MORPH=empty	et
es	en1+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	es
antrailles	entraille1	NOMcom	NOMB.=p|GENRE=f|CAS=r	antrailles
.	.	PONfrt	MORPH=empty	.
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	L
Evangile	evangile	NOMpro	NOMB.=s|GENRE=f|CAS=r	Evangile
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
:	:	PONfbl	MORPH=empty	:
"	"	PONfbl	MORPH=empty	"
Tes	ton4	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r	Tes
biens	bien2	NOMcom	NOMB.=p|GENRE=m|CAS=r	biens
a	a3	PRE	MORPH=empty	a
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	ta
senestre	senestre	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	senestre
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
?	?	PONfrt	MORPH=empty	?
"	"	PONfbl	MORPH=empty	"
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n	La
senestre	senestre	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	senestre
,	,	PONfbl	MORPH=empty	,
selonc	selonc	PRE	MORPH=empty	selonc
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=r	estoire
,	,	PONfbl	MORPH=empty	,
senefie	senefiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	senefie
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
vainne	vain	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	vainne
gloire	gloire	NOMcom	NOMB.=s|GENRE=f|CAS=n	gloire
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
de	de	PRE	MORPH=empty	de
fause	faus	ADJqua	NOMB.=s|GENRE=f|CAS=r	fause
ypocrisie	ipocrisie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ypocrisie
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
destre	destre	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	destre
,	,	PONfbl	MORPH=empty	,
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
senefie	senefiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	senefie
?	?	PONfrt	MORPH=empty	?
Charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r	Charité
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	oevre
pas	pas	ADVneg	MORPH=empty	pas
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
vante	vanter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	vante
,	,	PONfbl	MORPH=empty	,
ençois	ainçois	ADVgen	DEGRE=-	ençois
la	il	DETdef	NOMB.=s|GENRE=f|CAS=r	la
coevre	covrir	NOMcom	NOMB.=s|GENRE=f|CAS=r	coevre
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
se	se	CONsub	MORPH=empty	se
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
non	non	ADVneg	MORPH=empty	non
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
et	et	CONcoo	MORPH=empty	et
Charité	charité	NOMpro	NOMB.=s|GENRE=f|CAS=n	Charité
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r	non
.	.	PONfrt	MORPH=empty	.
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
charitez	charité	NOMcom	NOMB.=s|GENRE=f|CAS=n	charitez
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
vit	vivre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vit
an	en1	PRE	MORPH=empty	an
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r	charité
,	,	PONfbl	MORPH=empty	,
selonc	selonc	PRE	MORPH=empty	selonc
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
escrit	escrit	NOMcom	NOMB.=s|GENRE=m|CAS=r	escrit
,	,	PONfbl	MORPH=empty	,
sainz	saint	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	sainz
Pos	Paul	ADVgen	NOMB.=s|CAS=r	Pos
lo	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lo
dit	dire	VERcjg	MODE=ind|PERS.=3|NOMB.=s|GENRE=m|CAS=r	dit
et	et	CONcoo	MORPH=empty	et
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
lui	il	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	lui
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	NOMB.=s	qu
i	i2	PROadv	NOMB.=s	i
maint	mener	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	maint
an	en1	PRE	MORPH=empty	an
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Deu
et	et	CONcoo	MORPH=empty	et
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
an	en1	PRE	MORPH=empty	an
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
.	.	PONfrt	MORPH=empty	.
Donc	donc	ADVgen	DEGRE=-	Donc
sachoiz	savoir	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	sachoiz
bien	bien1	ADVgen	DEGRE=p	bien
de	de	PRE	MORPH=empty	de
verité	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r	verité
que	que4	CONsub	NOMB.=p	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
don	don	NOMcom	NOMB.=p|GENRE=m|CAS=n	don
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
de	de	PRE	MORPH=empty	de
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r	charité
que	que4	PROrel	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
bons	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	bons
cuens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuens
Felipes	Phelipes	NOMpro	NOMB.=s|GENRE=m|CAS=n	Felipes
done	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	done
,	,	PONfbl	MORPH=empty	,
c'	que4	CONsub	MORPH=empty	c
onques	onque	ADVgen	DEGRE=-	onques
nelui	nul	PROind	NOMB.=s|GENRE=m|CAS=r	nelui
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
areisone	araisnier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	areisone
fors	fors1	PRE	MORPH=empty	fors
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
franc	franc1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	franc
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
debonere	debonaire	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	debonere
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
loe	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	loe
le	il	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
bien	bien1	NOMcom	NOMB.=s	bien
a	a3	PRE	TEMPS=pst	a
fere	faire	VERinf	MORPH=empty	fere
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
valt	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	valt
mialz	mieus	ADVgen	DEGRE=c	mialz
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
que	que4	CONsub	CAS=n	que
ne	ne1	ADVneg	MORPH=empty	ne
valut	valoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	valut
Alixandres	Alixandre	NOMpro	NOMB.=s|GENRE=m|CAS=n	Alixandres
,	,	PONfbl	MORPH=empty	,
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
ne	ne1	ADVneg	MORPH=empty	ne
chalut	chaloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chalut
de	de	PRE	MORPH=empty	de
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r	charité
ne	ne2	CONcoo	MORPH=empty	ne
de	de	PRE	MORPH=empty	de
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
bien	bien2	NOMcom	NOMB.=s|GENRE=m|CAS=r	bien
?	?	PONfrt	MORPH=empty	?
Oïl	öil	ADVgen	DEGRE=-	Oïl
,	,	PONfbl	MORPH=empty	,
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
